,College Names,Degress,Course,City,State,Rating for 5,Rank,Total Rank,Year of Rank,Fees in Ruppes,Average Package,Highest Package,Approved
184,Sardar Patel Mahavidyalaya,B.Sc,B.Sc Information Technology, Chandrapur, Maharashtra,2.9,186,277,2025,"₹ 52,629",,,AICTE 
185,Walchand College of Arts and Science,B.Sc,B.Sc Biotechnology, Solapur, Maharashtra,4.3,187,277,2025,"₹ 1,83,102",,,
186,Sri Durga Malleswari Siddhartha Mahila Kalasala,B.Sc,B.Sc Computer Science, Vijayawada, Andhra Pradesh,3.8,188,277,2025,"₹ 9,805",,,
187,Loyola Academy Degree and PG College,B.Sc,B.Sc Biotechnology, Secunderabad, Telangana,4.1,189,277,2025,"₹ 21,780","5,00,000","16,00,000",UGC 
188,DAV College,B.Sc,B.Sc Computer Science, Hoshiarpur, Punjab,3.9,190,277,2025,"₹ 2,370",,,
189,Digboi College,B.Sc,B.Sc Chemistry, Dibrugarh, Assam,3.9,191,277,2025,"₹ 35,970",,,UGC 
190,Sacred Heart College (Autonomous),B.Sc,B.Sc Computer Science, Tiruppattur, Tamil Nadu,3.9,192,277,2025,"₹ 2,56,610",,"2,80,000",
191,Career College,B.Sc,B.Sc Computer Science, Bhopal, Madhya Pradesh,4,193,277,2025,"₹ 1,02,000",,"8,00,000","AICTE, UGC "
192,St Josephs College Irinjalakuda,B.Sc,B.Sc Biotechnology, Thrissur, Kerala,3.9,194,277,2025,"₹ 6,125",,,
193,Bhavan's College,B.Sc,B.Sc Computer Science, Mumbai, Maharashtra,4,195,277,2025,"₹ 1,25,487",,,
194,Alva's College Moodubidire,B.Sc,B.Sc Microbiology, Dakshin Kannada, Karnataka,4.4,196,277,2025,"₹ 21,190",,,
195,Sri G.V.G Visalakshi College for Women,B.Sc,B.Sc Zoology, Udumalaipettai, Tamil Nadu,4.7,197,277,2025,"₹ 1,11,000",,,
196,Government College (Autonomous),B.Sc,"B.Sc Botany, Zoology, Chemistry", Anantapur, Andhra Pradesh,4,198,277,2025,"₹ 17,630",,,"AICTE, UGC, MHRD "
197,Vels Institute of Science,B.Sc,B.Sc Aviation, Chennai, Tamil Nadu,3.9,199,277,2025,"₹ 6,54,000","4,50,000","12,00,000","NCTE, AICTE, PCI, BCI, UGC "
198,St. Agnes College,B.Sc,B.Sc Psychology, Mangalore, Karnataka,4.3,200,277,2025,"₹ 1,14,615",,"8,00,000",
199,Pramukh Swami Science and H. D. Patel Arts College,B.Sc,B.Sc Mathematics, Kadi, Gujarat,,201,277,2025,"₹ 13,200",,,
200,Jaipur National University,B.Sc,B.Sc {Hons.} Biotechnology, Jaipur, Rajasthan,3.9,202,277,2025,"₹ 1,85,200","5,50,000","27,00,000","NCTE, AICTE, PCI, INC, MCI "
201,Government College (Autonomous),B.Sc,B.Sc Geology, Rajahmundhry, Andhra Pradesh,4.4,203,277,2025,"₹ 10,245",,,
202,Shri Nehru Maha Vidyalaya College of Arts and Science,B.Sc,B.Sc Digital & Cyber Forensic Science, Coimbatore, Tamil Nadu,4,204,277,2025,"₹ 1,59,000",,,AICTE 
203,Shri Shankarlal Sundarbai Shasun Jain College for Women,B.Sc,B.Sc Computer Science, Chennai, Tamil Nadu,4.2,205,277,2025,"₹ 2,23,800","2,50,000","7,60,000",
204,Dr. D. Y. Patil Unitech Arts,B.Sc,B.Sc, Pune, Maharashtra,2.5,206,277,2025,"₹ 78,585",,,
205,SAGE University,B.Sc,B.Sc {Hons.} Forensic Science, Indore, Madhya Pradesh,3.9,207,277,2025,"₹ 2,34,200","3,60,000","30,00,000","AICTE, COA, PCI, BCI, UGC "
206,Chevalier T.Thomas Elizabeth College For Women,B.Sc,B.Sc Computer Science, Chennai, Tamil Nadu,4.1,208,277,2025,"₹ 2,09,460",,"3,25,500",
207,JSS Academy of Higher Education & Research,B.Sc,B.Sc Biotechnology, Mysore, Karnataka,3.8,209,277,2025,"₹ 1,74,450",,,"DCI, AICTE, RCI, PCI, MCI "
208,Muthayammal College of Arts and Science,B.Sc,B.Sc Computer Science, Namakkal, Tamil Nadu,3.9,210,277,2025,"₹ 90,000",,,UGC 
209,Dnyanprassarak Mandal's College of Arts Science Commerce Management Studies & Technology,B.Sc,B.Sc, Bardez, Goa,3.3,211,277,2025,"₹ 25,785",,,UGC 
210,Nehru Memorial College,B.Sc,B.Sc Computer Science, Tiruchirappalli, Tamil Nadu,4.5,212,277,2025,"₹ 3,765",,,UGC 
211,Kovai Kalaimagal College of Arts and Science,B.Sc,B.Sc Mathematics With Computer Science, Coimbatore, Tamil Nadu,4.6,213,277,2025,"₹ 84,000","2,03,000","4,00,000",UGC 
212,Jagiroad College,B.Sc,B.Sc Biotechnology, Marigaon, Assam,3.9,214,277,2025,"₹ 44,320",,,
213,A.P.C. Mahalaxmi College for Women,B.Sc,B.Sc Computer Science, Thoothukudi, Tamil Nadu,3.7,215,277,2025,,,,
214,Abhayapuri College,B.Sc,B.Sc Physics, Bongaigaon, Assam,3.3,216,277,2025,"₹ 11,400",,,UGC 
215,Theivanai Ammal Women,B.Sc,B.Sc Computer Science, Viluppuram, Tamil Nadu,3.8,217,277,2025,"₹ 1,50,600","5,00,000","8,36,000",
216,Cauvery College for Women,B.Sc,B.Sc Computer Science, Tiruchirappalli, Tamil Nadu,4.3,218,277,2025,"₹ 1,14,600",,,
217,Nallamuthu Gounder Mahalingam College,B.Sc,B.Sc Computer Science, Coimbatore, Tamil Nadu,4.3,219,277,2025,"₹ 4,263",,,
218,St.Wilfred’s College of Arts,B.Sc,B.Sc Computer Science, Panvel, Maharashtra,,220,277,2025,"₹ 92,550",,,
219,The Bhopal School of Social Sciences,B.Sc,B.Sc Computer Science, Bhopal, Madhya Pradesh,4.1,221,277,2025,"₹ 2,40,000",,"7,60,000",UGC 
220,Vellalar College for Women,B.Sc,B.Sc Computer Science, Erode, Tamil Nadu,4.1,222,277,2025,"₹ 3,868",,,"AICTE, UGC "
221,Sri Kanyaka Parameswari Arts and Science College for Women,B.Sc,B.Sc Computer Science, Chennai, Tamil Nadu,4.5,223,277,2025,"₹ 1,30,500",,,
222,Sri Krishna Adithya College of Arts and Science,B.Sc,B.Sc Data Science, Coimbatore, Tamil Nadu,4.4,224,277,2025,"₹ 3,60,000","2,25,000","5,00,000",
223,Amity University,B.Sc,B.Sc {Hons.} Biotechnology, Lucknow, Uttar Pradesh,4.1,225,277,2025,"₹ 6,12,000","8,00,000","45,00,000","NCTE, RCI, COA, PCI, BCI "
224,Vivekanandha College of Arts and Sciences for Women,B.Sc,B.Sc Chemistry, Namakkal, Tamil Nadu,4.4,226,277,2025,"₹ 87,000","2,59,000","5,00,000",AICTE 
225,Patrician College of Arts and science,B.Sc,B.Sc Computer Science, Chennai, Tamil Nadu,4.2,227,277,2025,"₹ 2,30,610",,,
226,Indian Institute of Management and Commerce,B.Sc,B.Sc Data Science, Hyderabad, Telangana,3.9,228,277,2025,"₹ 1,65,000","12,00,000","28,00,000",UGC 
227,Bon Secours College for Women,B.Sc,B.Sc Information Technology, Thanjavur, Tamil Nadu,4.3,229,277,2025,"₹ 64,000",,,
228,Poornima University,B.Sc,B.Sc Sports & Exercise Sciences, Jaipur, Rajasthan,4,230,277,2025,"₹ 1,24,000","4,01,000","13,13,000","COA, NCHMCT, UGC, AIU "
229,Mewar University,B.Sc,B.Sc Computer Science, Chittorgarh, Rajasthan,4,231,277,2025,"₹ 1,74,000","3,50,000","25,00,000","NCTE, AICTE, PCI, INC, RNC "
230,MIT Arts,B.Sc,B.Sc Cyber Security & Digital Science, Pune, Maharashtra,4,232,277,2025,"₹ 3,33,000","3,50,000","7,20,000",AICTE 
231,RVS College of Arts and Science,B.Sc,B.Sc Information Technology, Coimbatore, Tamil Nadu,4,233,277,2025,"₹ 42,000","2,50,000","10,00,000","AICTE, UGC "
232,Mysore Makkala Koota and Sri Dharmasthala Manjunatheswara College for Women,B.Sc,B.Sc, Mysore, Karnataka,4.4,234,277,2025,"₹ 63,000",,,"AICTE, UGC "
233,Jyoti Nivas College Autonomous,B.Sc,B.Sc Psychology, Bangalore, Karnataka,4,236,277,2025,"₹ 3,10,980","4,00,000","7,00,000","AICTE, UGC "
234,DAV College,B.Sc,B.Sc Computer Science, Amritsar, Punjab,3.7,237,277,2025,"₹ 2,56,680",,,UGC 
235,Sree Narayana Guru College of Advanced Studies Vazhukumpara,B.Sc,B.Sc Mathematics, Thrissur, Kerala,3.5,238,277,2025,"₹ 61,275",,,
236,Sree Saraswathi Thyagaraja College,B.Sc,B.Sc Computer Science, Pollachi, Tamil Nadu,4.2,239,277,2025,"₹ 1,32,000","2,40,000","7,00,000","AICTE, NBA "
237,Avanthi Degree & P.G. College,B.Sc,B.Sc Data Science, Hyderabad, Telangana,4,240,277,2025,"₹ 1,20,000",,,AICTE 
238,Sanskriti College,B.Sc,B.Sc, Jaipur, Rajasthan,3.3,241,277,2025,"₹ 1,44,900",,,
239,ICFAI University,B.Sc,B.Sc {Hons.} Mathematics, West Tripura, Tripura,4,242,277,2025,"₹ 2,70,000","7,00,000","10,00,000","NCTE, AICTE, RCI, BCI, UGC "
240,Thiruthangal Nadar College,B.Sc,B.Sc Computer Science, Chennai, Tamil Nadu,3.5,243,277,2025,"₹ 1,39,500",,,
241,St. Claret College,B.Sc,B.Sc Computer Science, Bangalore, Karnataka,4.2,244,277,2025,"₹ 2,80,000","5,50,000","12,00,000","AICTE, UGC "
242,Seshadripuram First Grade College,B.Sc,B.Sc {Hons.} Computer Science, Bangalore, Karnataka,4.2,245,277,2025,"₹ 1,08,000","2,92,000","7,36,000",UGC 
243,Anandaram Dhekial Phookan College,B.Sc,B.Sc Computer Science, Nagaon, Assam,4,247,277,2025,"₹ 28,040",,,UGC 
244,Dr. R. V. Arts and Science College,B.Sc,B.Sc Computer Science, Coimbatore, Tamil Nadu,,248,277,2025,"₹ 90,000",,,UGC 
245,PB Siddhartha College Arts and Science,B.Sc,B.Sc Computer Science, Vijayawada, Andhra Pradesh,4.1,249,277,2025,"₹ 75,000",,"6,00,000","AICTE, UGC "
246,Km Mayawati Government Girls PG College,B.Sc,B.Sc Mathematics, Gautam Budh Nagar, Uttar Pradesh,,250,277,2025,"₹ 8,545",,,UGC 
247,Annai Violet Arts and Science College,B.Sc,B.Sc Computer Science, Chennai, Tamil Nadu,3.7,251,277,2025,"₹ 1,20,000",,,AICTE 
248,Keshav Memorial Institute of Commerce and Sciences,B.Sc,B.Sc Biotechnology, Hyderabad, Telangana,4.2,252,277,2025,"₹ 33,060",,,
249,Bhairab Ganguly College,B.Sc,B.Sc {Hons.} Geography, Kolkata, West Bengal,3.9,253,277,2025,"₹ 42,135",,,
250,Thanthai Hans Roever College,B.Sc,B.Sc Microbiology, Perambalur, Tamil Nadu,3.8,254,277,2025,"₹ 1,11,000","2,41,000","2,76,000",
251,Parishkar College Of Global Excellence (Autonomous),B.Sc,B.Sc Psychology, Jaipur, Rajasthan,3.6,256,277,2025,"₹ 90,000","12,25,000","90,00,000",UGC 
252,Government Arts College,B.Sc,B.Sc Computer Science, Salem, Tamil Nadu,4.2,257,277,2025,"₹ 2,305",,,UGC 
253,Vel Tech Ranga Sanku Arts College,B.Sc,B.Sc, Chennai, Tamil Nadu,3.3,258,277,2025,"₹ 1,02,000",,"7,36,000",AICTE 
254,Dhakuakhana College,B.Sc,B.Sc Botany, Lakhimpur, Assam,3.7,259,277,2025,"₹ 9,270",,,UGC 
255,Nazareth College of Arts & Science,B.Sc,B.Sc Mathematics, Avadi, Tamil Nadu,2.9,260,277,2025,"₹ 36,000",,,
256,St Wilfreds College for Girls,B.Sc,B.Sc Geography, Jaipur, Rajasthan,3.6,261,277,2025,"₹ 1,14,000","2,75,000",,
257,IMS Ghaziabad (University Courses Campus),B.Sc,B.Sc {Hons.} Biotechnology, Ghaziabad, Uttar Pradesh,4.1,262,277,2025,"₹ 2,97,000","11,50,000","41,00,000",AICTE 
258,Jamia Millia Islamia University,B.Sc,B.Sc Biotechnology, New Delhi, Delhi NCR,4.1,263,277,2025,"₹ 43,900","7,00,000","22,00,000","AICTE, UGC "
259,Ashoka Center For Business & Computer Studies,B.Sc,B.Sc Computer Science, Nashik, Maharashtra,3.9,264,277,2025,"₹ 1,50,000","2,04,000","3,20,000",AICTE 
260,Shree Chandraprabhu Jain College Minjur,B.Sc,B.Sc Computer Science, Mambalam, Tamil Nadu,3.9,265,277,2025,"₹ 81,000",,,
261,SS Jain Subodh PG Mahila Mahavidyalaya,B.Sc,B.Sc Physics, Jaipur, Rajasthan,3.9,266,277,2025,"₹ 85,350",,,NCTE 
262,Marathwada Mitramandal's College of Commerce,B.Sc,B.Sc Computer Science, Pune, Maharashtra,3.5,267,277,2025,"₹ 1,35,270","3,00,000","8,40,000","AICTE, UGC "
263,Periyar Maniammai Institute of Science and Technology,B.Sc,B.Sc Computer Science, Thanjavur, Tamil Nadu,4,268,277,2025,"₹ 1,31,000",,"3,84,000","AICTE, COA, UGC "
264,P K R Arts College for Women,B.Sc,B.Sc Computer Science, Gobichettipalayam, Tamil Nadu,4.4,269,277,2025,,,,AICTE 
265,Soundarya Institute of Management and Science,B.Sc,B.Sc Forensic Sciences, Bangalore, Karnataka,4,270,277,2025,"₹ 3,25,000","6,12,000","12,50,000","AICTE, UGC "
266,Shri. Chetan Manju Desai College,B.Sc,B.Sc Chemistry, Cancona, Goa,,271,277,2025,"₹ 25,855",,,
267,Sri GCSR College of Education,B.Sc,B.Maths {Hons.}, Srikakulam, Andhra Pradesh,4.1,272,277,2025,"₹ 48,000","1,81,000","3,50,000",NCTE 
268,Government College for Women,B.Sc,B.Sc Computer Science, Mandya, Karnataka,,273,277,2025,,,,
269,lumding college,B.Sc,B.Sc, Guwahati, Assam,3.6,274,277,2025,"₹ 11,045",,,AICTE 
