,College Names,Degress,Course,City,State,Rating for 5,Rank,Total Rank,Year of Rank,Fees in Ruppes,Average Package,Highest Package,Approved
0,IIT Bombay  Indian Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Mumbai, Maharashtra,4.4,1,500,2025,"₹ 8,82,500","23,50,000","1,00,00,000","AICTE, UGC "
1,IIT Delhi  Indian Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, New Delhi, Delhi NCR,4.3,2,500,2025,"₹ 8,62,550","25,82,000","2,00,00,000",
2,IIT Madras  Indian Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Chennai, Tamil Nadu,4.3,3,500,2025,"₹ 9,38,668","21,48,000","4,30,00,000",AICTE 
3,IIT Kanpur  Indian Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Kanpur, Uttar Pradesh,4.4,4,500,2025,"₹ 9,18,880","17,20,000","2,50,00,000",UGC 
4,IIT Kharagpur  Indian Institute of Technology,BE/B.Tech,B.Tech Mechanical Engineering, Kharagpur, West Bengal,4.4,5,500,2025,"₹ 8,96,300","24,30,000","2,44,00,000","AICTE, UGC, NBA "
5,IIT Roorkee  Indian Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Roorkee, Uttarakhand,4.3,6,500,2025,"₹ 8,87,400","18,34,000","1,50,00,000","AICTE, UGC "
6,IIT Guwahati  Indian Institute of Technology,BE/B.Tech,B.Tech Artificial Intelligence & Data Science, Guwahati, Assam,4.3,7,500,2025,"₹ 9,03,700","25,21,000","1,25,00,000","AICTE, UGC "
7,BITS Pilani,BE/B.Tech,BE Computer Science, Pilani, Rajasthan,4.4,8,500,2025,"₹ 25,29,200","22,00,000","1,46,68,000",UGC 
8,IIT Hyderabad  Indian Institute of Technology,BE/B.Tech,B.Tech Artificial Intelligence, Hyderabad, Telangana,4.3,9,500,2025,"₹ 11,94,312","20,81,000","66,13,000","AICTE, UGC "
9,IIT BHU  Indian Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Varanasi, Uttar Pradesh,4.3,10,500,2025,"₹ 8,35,510","29,00,000","1,67,00,000",UGC 
10,NIT Trichy,BE/B.Tech,B.Tech Computer Science and Engineering, Tiruchirappalli, Tamil Nadu,4.1,11,500,2025,"₹ 6,63,750","16,43,000","64,00,000","AICTE, UGC, MHRD "
11,National Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Surathkal, Karnataka,4.2,12,500,2025,"₹ 6,58,320","24,56,000","55,00,000","AICTE, UGC, NBA "
12,ISM Dhanbad  Indian Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Dhanbad, Jharkhand,4.3,13,500,2025,"₹ 12,01,200","20,61,000","66,14,000","AICTE, UGC "
13,NIT Warangal,BE/B.Tech,B.Tech Computer Science and Engineering, Warangal, Telangana,4.1,14,500,2025,"₹ 5,45,000","13,30,000","64,63,000","AICTE, UGC, NBA, MHRD "
14,International Institute of Information Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Hyderabad, Telangana,4.1,15,500,2025,"₹ 18,00,000","33,96,000","1,28,00,000","AICTE, BCI, UGC "
15,Indian Institute of Science,BE/B.Tech,B.Tech Mathematics And Computing, Bangalore, Karnataka,4.4,16,500,2025,"₹ 8,38,200","28,00,000","85,00,000",UGC 
16,IIT Mandi Indian Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Mandi, Himachal Pradesh,4.1,17,500,2025,"₹ 8,25,000","25,23,000","65,00,000",AICTE 
17,IIT Patna  Indian Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Patna, Bihar,4.2,18,500,2025,"₹ 9,99,250","24,56,000","59,00,000",UGC 
18,IIT Gandhinagar  Indian Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Gandhinagar, Gujarat,4.3,19,500,2025,"₹ 11,85,454","15,35,000","62,00,000","AICTE, UGC "
19,MNNIT Allahabad  Motilal Nehru National Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Allahabad, Uttar Pradesh,4.2,20,500,2025,"₹ 6,57,000","20,43,000","72,00,000",AICTE 
20,IIT Jodhpur  Indian Institute of Technology,BE/B.Tech,B.Tech Artificial Intelligence & Data Science, Jodhpur, Rajasthan,4.4,21,500,2025,"₹ 9,74,800","17,56,000","53,00,000",AICTE 
21,Netaji Subhas University of Technology,BE/B.Tech,B.Tech Computer Engineering, New Delhi, Delhi NCR,3.7,22,500,2025,"₹ 11,29,000","16,78,000","65,00,000","AICTE, UGC, NBA "
22,Indian Institute of Information Technology,BE/B.Tech,B.Tech Information Technology, Allahabad, Uttar Pradesh,4.3,23,500,2025,"₹ 9,65,640","33,00,000","1,21,00,000","AICTE, UGC "
23,National Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Calicut, Kerala,4,24,500,2025,"₹ 6,63,000","13,39,000","56,59,000","AICTE, UGC "
24,International Institute of Information Technology,BE/B.Tech,B.Tech + M.Tech Computer Science & Engineering, Bangalore, Karnataka,4.2,25,500,2025,"₹ 33,44,000","21,80,000","65,00,000","AICTE, UGC "
25,Birla Institute of Technology and Science,BE/B.Tech,BE Computer Science, South Goa, Goa,4.3,26,500,2025,"₹ 25,29,200","17,00,000","20,75,099",UGC 
26,Birla Institute of Technology and Science,BE/B.Tech,BE Computer Science, Hyderabad, Telangana,4.5,27,500,2025,"₹ 25,29,200","20,77,914","1,00,00,000","AICTE, UGC "
27,National Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Rourkela, Odisha,4.1,28,500,2025,"₹ 6,40,000","13,81,000","62,44,000","AICTE, UGC, MHRD "
28,IIT Bhubaneswar  Indian Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Bhubaneswar, Odisha,4.1,29,500,2025,"₹ 9,06,760","16,98,000","67,60,000",AICTE 
29,Delhi Technological University,BE/B.Tech,B.Tech Computer Science and Engineering, New Delhi, Delhi NCR,4.2,30,500,2025,"₹ 11,09,800","15,45,000","85,30,000","UGC, NBA "
30,IIT Jodhpur  Indian Institute of Technology,BE/B.Tech,B.Tech Artificial Intelligence & Data Science, Jodhpur, Rajasthan,4.4,21,500,2025,"₹ 9,74,800","17,56,000","53,00,000",AICTE 
31,Netaji Subhas University of Technology,BE/B.Tech,B.Tech Computer Engineering, New Delhi, Delhi NCR,3.7,22,500,2025,"₹ 11,29,000","16,78,000","65,00,000","AICTE, UGC, NBA "
32,Indian Institute of Information Technology,BE/B.Tech,B.Tech Information Technology, Allahabad, Uttar Pradesh,4.3,23,500,2025,"₹ 9,65,640","33,00,000","1,21,00,000","AICTE, UGC "
33,National Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Calicut, Kerala,4,24,500,2025,"₹ 6,63,000","13,39,000","56,59,000","AICTE, UGC "
34,International Institute of Information Technology,BE/B.Tech,B.Tech + M.Tech Computer Science & Engineering, Bangalore, Karnataka,4.2,25,500,2025,"₹ 33,44,000","21,80,000","65,00,000","AICTE, UGC "
35,Birla Institute of Technology and Science,BE/B.Tech,BE Computer Science, South Goa, Goa,4.3,26,500,2025,"₹ 25,29,200","17,00,000","20,75,099",UGC 
36,Birla Institute of Technology and Science,BE/B.Tech,BE Computer Science, Hyderabad, Telangana,4.5,27,500,2025,"₹ 25,29,200","20,77,914","1,00,00,000","AICTE, UGC "
37,National Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Rourkela, Odisha,4.1,28,500,2025,"₹ 6,40,000","13,81,000","62,44,000","AICTE, UGC, MHRD "
38,IIT Bhubaneswar  Indian Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Bhubaneswar, Odisha,4.1,29,500,2025,"₹ 9,06,760","16,98,000","67,60,000",AICTE 
39,Delhi Technological University,BE/B.Tech,B.Tech Computer Science and Engineering, New Delhi, Delhi NCR,4.2,30,500,2025,"₹ 11,09,800","15,45,000","85,30,000","UGC, NBA "
40,Indraprastha Institute of Information Technology,BE/B.Tech,B.Tech Computer Science and Biosciences, New Delhi, Delhi NCR,4.2,31,500,2025,"₹ 19,67,000","20,69,000","51,31,000","AICTE, NBA "
41,Visvesvaraya National Institute of Technology,BE/B.Tech,B.Tech Chemical Engineering, Nagpur, Maharashtra,4.1,32,500,2025,"₹ 8,18,600","10,70,000","64,00,000",UGC 
42,Indian Institute of Information Technology,BE/B.Tech,B.Tech Computer Science, Lucknow, Uttar Pradesh,4.2,33,500,2025,"₹ 10,23,300","33,71,000","1,45,00,000",MHRD 
43,IIT Indore  Indian Institute of Technology,BE/B.Tech,B.Tech Space Science and Engineering, Indore, Madhya Pradesh,4.2,34,500,2025,"₹ 11,09,400","23,91,000","1,37,00,000",AICTE 
44,IIT Ropar  Indian Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Ropar, Punjab,4.3,35,500,2025,"₹ 11,45,750","23,91,393","65,75,613",MHRD 
45,IIT Tirupati  Indian Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Tirupati, Andhra Pradesh,4.2,36,500,2025,"₹ 8,81,680","15,54,000","41,64,000","AICTE, UGC "
46,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,BE/B.Tech,B.Tech Computer Science and Engineering, Gwalior, Madhya Pradesh,3.9,37,500,2025,"₹ 7,98,250","27,23,000","67,50,000",
47,IIT Goa  Indian Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Ponda, Goa,4.2,38,500,2025,"₹ 8,52,568","18,85,000","60,00,000",UGC 
48,National Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, New Delhi, Delhi NCR,3.8,39,500,2025,"₹ 7,11,700","16,81,000","58,50,000","AICTE, UGC "
49,Malaviya National Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Jaipur, Rajasthan,4.2,40,500,2025,"₹ 6,76,348","13,20,000","64,00,000","AICTE, NBA, MHRD "
50,Sardar Vallabhbhai National Institute of Technology,BE/B.Tech,B.Tech Artificial Intelligence, Surat, Gujarat,4,41,500,2025,"₹ 6,77,000","8,12,000","62,00,000",UGC 
51,IIT Dharwad  Indian Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Dharwad, Karnataka,4.3,42,500,2025,"₹ 8,00,000","12,63,000","52,00,000",UGC 
52,National Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Jamshedpur, Jharkhand,4,43,500,2025,"₹ 6,28,000","12,63,000","82,00,000","AICTE, MHRD "
53,National Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Durgapur, West Bengal,4.3,44,500,2025,"₹ 7,45,300","12,61,000","80,00,000","AICTE, UGC "
54,Jadavpur University,BE/B.Tech,BE Computer Science And Engineering, Kolkata, West Bengal,4.3,45,500,2025,"₹ 1,19,620",,"40,00,000","NCTE, AICTE, COA, UGC, NBA "
55,College of Engineering,BE/B.Tech,BE Computer Science And Engineering, Chennai, Tamil Nadu,4.2,46,500,2025,"₹ 4,59,600",,,AICTE 
56,IIT Jammu  Indian Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Jammu, Jammu and Kashmir,4.2,48,500,2025,"₹ 8,29,860","15,50,000","53,00,000","AICTE, MHRD "
57,IIT Palakkad  Indian Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Palakkad, Kerala,4.3,49,500,2025,"₹ 9,05,960","13,89,000","47,12,000",MHRD 
58,Vellore Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Vellore, Tamil Nadu,4.1,50,500,2025,"₹ 7,83,000","9,90,000","1,00,00,000","AICTE, UGC, MHRD, ACCA "
59,Punjab Engineering College University of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Chandigarh, Chandigarh,4,51,500,2025,"₹ 7,71,000","13,61,000","61,03,000","AICTE, UGC "
60,Maulana Azad National Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Bhopal, Madhya Pradesh,4,52,500,2025,"₹ 5,80,800","14,82,000","56,00,000","AICTE, NBA "
61,IIT Bhilai  Indian Institute of Technology,BE/B.Tech,B.Tech Data Science and Artificial Intelligence, Bhilai, Chhattisgarh,4.2,53,500,2025,"₹ 9,33,000","12,68,000","49,00,000","UGC, MHRD "
62,Dr BR Ambedkar National Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Jalandhar, Punjab,3.9,54,500,2025,"₹ 6,56,000","10,80,000","52,00,000","AICTE, UGC "
63,National Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Patna, Bihar,4,55,500,2025,"₹ 6,11,900","9,90,000","41,37,000","AICTE, UGC, MHRD "
64,National Institute of Technology,BE/B.Tech,B.Tech Artificial Intelligence & Machine Learning, Kurukshetra, Haryana,4.1,57,500,2025,"₹ 6,77,500","13,21,000","63,12,000","AICTE, NBA "
65,Indian Institute of Information Technology Design and Manufacturing,BE/B.Tech,B.Tech Computer Science and Engineering, Jabalpur, Madhya Pradesh,4,58,500,2025,"₹ 6,49,500","21,00,000","87,54,000",UGC 
66,National Institute of Technology   Uttarakhand,BE/B.Tech,B.Tech Computer Science and Engineering, Srinagar Garhwal, Uttarakhand,3.6,59,500,2025,"₹ 8,70,907","8,03,000","12,50,000",
67,Indian Institute of Space Science and Technology,BE/B.Tech,B.Tech Aerospace Engineering, Thiruvananthapuram, Kerala,4.1,60,500,2025,"₹ 5,97,150","10,00,000","28,00,000","AICTE, UGC "
68,National Institute of Technology,BE/B.Tech,B.Tech Biotechnology, Raipur, Chhattisgarh,3.9,61,500,2025,"₹ 5,87,760","11,07,000","60,00,000","AICTE, NBA "
69,National Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, South Goa, Goa,3.7,62,500,2025,"₹ 5,60,000","9,00,000","35,00,000","AICTE, UGC "
70,National Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Pondicherry, Puducherry,3.7,63,500,2025,"₹ 5,94,450","5,00,000","23,00,000","AICTE, UGC "
71,Thapar Institute of Engineering and Technology,BE/B.Tech,BE Computer Science And Engineering, Patiala, Punjab,3.9,64,500,2025,"₹ 25,30,000","11,38,000","1,23,00,000","AICTE, UGC, NBA "
72,National Institute of Technology,BE/B.Tech,B.Tech Civil Engineering, Srinagar, Jammu and Kashmir,3.7,65,500,2025,"₹ 6,02,500","12,80,000","36,50,000",AICTE 
73,Indian Institute of Information Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Pune, Maharashtra,3.9,66,500,2025,"₹ 12,00,000",,"45,00,000","AICTE, UGC "
74,Birla Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Ranchi, Jharkhand,3.7,67,500,2025,"₹ 16,77,000","11,77,000","1,45,00,000","AICTE, PCI, UGC, NBA "
75,Indian Institute of Information Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Tiruchirappalli, Tamil Nadu,4,68,500,2025,"₹ 10,66,800","18,03,500","46,67,000",AICTE 
76,Rajiv Gandhi Institute of Petroleum Technology,BE/B.Tech,B.Tech Petroleum Engineering, Amethi, Uttar Pradesh,4.2,69,500,2025,"₹ 9,79,000","10,67,000","24,00,000",AICTE 
77,Indian Institute of Engineering Science and Technology   Shibpur,BE/B.Tech,B.Tech Computer Science and Engineering, Howrah, West Bengal,4.1,70,500,2025,"₹ 6,37,400","8,39,000","56,00,000",AICTE 
78,National Institute of Technology,BE/B.Tech,B.Tech + M.Tech Computational Mathematics, Agartala, Tripura,4,71,500,2025,,"14,71,000","52,00,000",AICTE 
79,NIT Silchar,BE/B.Tech,B.Tech Electronics & Communication Engineering, Silchar, Assam,4,72,500,2025,"₹ 5,92,960","8,00,000","54,00,000","AICTE, UGC, MHRD "
80,Indian Institute of Information Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Bhopal, Madhya Pradesh,3.6,73,500,2025,"₹ 10,13,670","16,77,000","85,00,000",MHRD 
81,National Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Tadepalligudem, Andhra Pradesh,3.8,74,500,2025,"₹ 5,44,900","8,13,000","44,10,000",MHRD 
82,Indian Institute of Information Technology Sri City,BE/B.Tech,B.Tech Computer Science and Engineering, Sri City, Andhra Pradesh,3.8,75,500,2025,"₹ 18,03,000","19,24,000","1,20,00,000",MHRD 
83,Indian Institute of Information Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Ranchi, Jharkhand,4,76,500,2025,"₹ 12,13,000","12,36,000","54,00,000","UGC, MHRD "
84,Indian Institute of Information Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Kottayam, Kerala,4,77,500,2025,"₹ 17,92,700","11,91,000","50,00,000","UGC, MHRD "
85,National Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Hamirpur, Himachal Pradesh,4,78,500,2025,"₹ 6,81,800","10,58,000","58,00,000","AICTE, MHRD "
86,Indian Institute of Information Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Bhagalpur, Bihar,4,79,500,2025,"₹ 14,73,852","10,35,000","83,00,000",AICTE 
87,Indian Institute of Information Technology Design & Manufacturing,BE/B.Tech,B.Tech + M.Tech Artificial Intelligence & Robotics, Chennai, Tamil Nadu,4.1,80,500,2025,"₹ 9,56,000","10,80,000","32,00,000",AICTE 
88,Indian Institute of Information Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Raichur, Karnataka,4.1,81,500,2025,"₹ 12,81,552","18,00,000","45,00,000",MHRD 
89,Indian Institute of Information Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Kalyani, West Bengal,3.5,82,500,2025,"₹ 10,62,100","10,72,000","44,00,000",MHRD 
90,Dhirubhai Ambani Institute of Information and Communication Technology,BE/B.Tech,B.Tech Information And Communication Technology, Gandhinagar, Gujarat,4.3,83,500,2025,"₹ 14,73,000",,"53,00,000",AIU 
91,International Institute of Information Technology   Naya Raipur,BE/B.Tech,B.Tech Computer Science and Engineering, Raipur, Chhattisgarh,4.1,84,500,2025,"₹ 6,53,250","18,90,000","1,20,00,000",AICTE 
92,R V College of Engineering,BE/B.Tech,BE Computer Science And Engineering, Bangalore, Karnataka,3.9,85,500,2025,"₹ 13,32,840","12,52,400","67,00,000","AICTE, NBA "
93,Indian Institute of Information Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Surat, Gujarat,4,86,500,2025,"₹ 7,95,000","16,40,000","1,20,00,000",AICTE 
94,Indian Institute of Information Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Nagpur, Maharashtra,3.8,87,500,2025,"₹ 9,32,200","14,70,000","60,00,000","AICTE, MHRD "
95,Indian Institute of Information Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Una, Himachal Pradesh,3.9,88,500,2025,"₹ 10,85,000","11,02,000","30,00,000",MHRD 
96,Indian Institute of Information Technology Vadodara,BE/B.Tech,B.Tech Computer Science and Engineering, Gandhinagar, Gujarat,4.1,89,500,2025,"₹ 10,87,080","12,00,000","56,30,000",MHRD 
97,The LNM Institute of Information Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Jaipur, Rajasthan,3.9,90,500,2025,"₹ 20,95,600","13,36,000","1,24,00,000",AICTE 
98,JNTUH College of Engineering,BE/B.Tech,B.Tech Computer Science and Engineering, Hyderabad, Telangana,4,91,500,2025,"₹ 2,10,000","9,40,000","30,00,000","AICTE, UGC, NBA "
99,Veermata Jijabai Technological Institute,BE/B.Tech,B.Tech Computer Engineering, Mumbai, Maharashtra,4,92,500,2025,"₹ 3,37,101","16,35,000","72,30,000","AICTE, UGC, NBA "
100,International Institute of Information Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Bhubaneswar, Odisha,3.8,93,500,2025,"₹ 9,96,200","8,81,000","56,20,000","AICTE, UGC "
101,College of Engineering,BE/B.Tech,B.Tech Computer Science And Information Technology, Pune, Maharashtra,4.2,94,500,2025,"₹ 6,05,576","11,62,000","52,57,000","AICTE, UGC, NBA "
102,Netaji Subhas University of Technology   East Campus,BE/B.Tech,B.Tech Computer Science and Engineering - Internet of Things, New Delhi, Delhi NCR,3.4,95,500,2025,"₹ 9,60,000","18,06,000","1,02,00,000",AICTE 
103,BMS College of Engineering,BE/B.Tech,BE Computer Science And Engineering, Bangalore, Karnataka,4.1,96,500,2025,"₹ 60,00,000","11,40,000","51,50,000","AICTE, NBA "
104,Indian Institute of Information Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Agartala, Tripura,4,97,500,2025,"₹ 8,67,650","18,00,000","60,00,000",MHRD 
105,Indian Institute of Information Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Sonepat, Haryana,3.9,98,500,2025,,"12,90,000","62,00,000",
106,Indian Institute of Information Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Kota, Rajasthan,3.9,99,500,2025,"₹ 9,14,825","13,09,000","65,00,000",
107,Jawaharlal Nehru University,BE/B.Tech,B.Tech Computer Science and Engineering, New Delhi, Delhi NCR,4.2,100,500,2025,"₹ 5,51,036","11,00,000","33,00,000",
108,Maulana Abul Kalam Azad University of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Nadia, West Bengal,3.8,101,500,2025,"₹ 2,40,300","5,50,000","7,00,000","DCI, AICTE, PCI, BCI, UGC "
109,Indian Institute of Information Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Guwahati, Assam,3.9,102,500,2025,"₹ 12,30,000","16,75,000","71,00,000",
110,Zakir Hussain College of Engineering and Technology,BE/B.Tech,B.Tech Computer Engineering, Aligarh, Uttar Pradesh,4,103,500,2025,"₹ 1,02,000",,,"AICTE, NBA "
111,Jaypee Institute of Information Technology University,BE/B.Tech,B.Tech Computer Science and Engineering, Noida, Uttar Pradesh,4,104,500,2025,"₹ 16,79,000",,"94,25,000","AICTE, UGC, NBA "
112,Indian Institute of Information Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Dharwad, Karnataka,3.7,105,500,2025,"₹ 15,49,500","12,00,000","78,12,000",MHRD 
113,Birsa Institute of Technology   Sindri,BE/B.Tech,B.Tech Computer Science and Engineering, Dhanbad, Jharkhand,4,106,500,2025,"₹ 70,478","7,57,000","16,50,000","AICTE, NBA "
114,National Institute of Technology   Meghalaya,BE/B.Tech,B.Tech Computer Science and Engineering, Shillong, Meghalaya,3.9,108,500,2025,"₹ 5,96,700","9,70,000","46,30,000",AICTE 
115,National Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Imphal, Manipur,3.9,109,500,2025,"₹ 5,78,700",,"47,00,000",AICTE 
116,Indian Institute of Information Technology Design and Manufacturing,BE/B.Tech,B.Tech Artificial Intelligence & Data Science, Kurnool, Andhra Pradesh,3.8,110,500,2025,"₹ 7,80,900","7,64,000","22,00,000",MHRD 
117,National Institute of Technology,BE/B.Tech,B.Tech Mechanical Engineering, South Sikkim, Sikkim,3.9,111,500,2025,"₹ 5,82,043","8,18,000","31,45,000","AICTE, UGC "
118,SRM University,BE/B.Tech,B.Tech Computer Science and Engineering, Amaravathi, Andhra Pradesh,4.2,112,500,2025,"₹ 16,15,000","9,59,000","46,37,000","UGC, AIU "
119,Netaji Subhas University of Technology   West Campus,BE/B.Tech,B.Tech Geo-Informatics Engineering, New Delhi, Delhi NCR,3.4,113,500,2025,"₹ 11,29,000",,,AICTE 
120,Kalinga Institute of Industrial Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Bhubaneswar, Odisha,4.2,114,500,2025,"₹ 18,51,000","8,50,000","63,00,000","DCI, AICTE, INC, MCI, BCI "
121,Indira Gandhi Delhi Technical University For Women,BE/B.Tech,B.Tech Computer Science and Engineering, New Delhi, Delhi NCR,4.1,115,500,2025,"₹ 7,07,000","25,15,000","56,00,000","AICTE, UGC "
122,Cochin University of Science and Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Ernakulam, Kerala,4,116,500,2025,"₹ 2,60,400","5,40,000","20,00,000","AICTE, UGC "
123,SSN College of Engineering,BE/B.Tech,BE Computer Science And Engineering, Chennai, Tamil Nadu,4.1,117,500,2025,"₹ 5,15,500",,"89,00,000","AICTE, UGC, NBA "
124,National Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Dimapur, Nagaland,3.7,118,500,2025,"₹ 5,96,700","4,22,000","13,95,000","AICTE, UGC "
125,Pune Institute of Computer Technology,BE/B.Tech,B.Tech Computer Engineering, Pune, Maharashtra,4,119,500,2025,"₹ 4,82,000","10,11,000","33,57,000","AICTE, NBA "
126,National Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Aizawl, Mizoram,3.4,120,500,2025,"₹ 6,07,700","8,40,000","35,00,000",AICTE 
127,Indian Institute of Information Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Imphal, Manipur,3.8,121,500,2025,"₹ 11,92,200","8,70,000","40,00,000",
128,National Institute of Technology,BE/B.Tech,B.Tech Electronics & Communication Engineering, Papum Pare, Arunachal Pradesh,3.6,122,500,2025,"₹ 5,62,600","7,37,000","58,00,000","AICTE, UGC "
129,St Joseph's College of Engineering and Technology,BE/B.Tech,BE Electrical And Electronics Engineering, Thanjavur, Tamil Nadu,3.9,123,500,2025,"₹ 3,48,000",,,AICTE 
130,Institute of Chemical Technology,BE/B.Tech,B.Tech Chemical Engineering, Mumbai, Maharashtra,4.3,124,500,2025,"₹ 3,56,400","6,00,000","9,00,000","UGC, NBA, MHRD "
131,University School of Information,BE/B.Tech,B.Tech + M.Tech Computer Science & Engineering, New Delhi, Delhi NCR,3.9,125,500,2025,"₹ 12,96,105","7,20,000","41,20,000",UGC 
132,Birla Institute of Technology Extension Centre,BE/B.Tech,B.Tech Computer Science and Engineering, Deoghar, Jharkhand,4,126,500,2025,"₹ 16,59,000","6,53,000","51,00,000",AICTE 
133,P.S.G College of Technology,BE/B.Tech,B.Tech Biotechnology, Coimbatore, Tamil Nadu,4.2,127,500,2025,"₹ 2,20,000",,,AICTE 
134,Roorkee Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Roorkee, Uttarakhand,4.3,128,500,2025,"₹ 5,99,600","8,00,000","18,00,000",AICTE 
