,College Names,Degress,Course,City,State,Rating for 5,Rank,Total Rank,Year of Rank,Fees in Ruppes,Average Package,Highest Package,Approved
271,Chennai Institute of Technology,BE/B.Tech,BE Computer Science And Engineering, Chennai, Tamil Nadu,4.2,239,500,2025,"₹ 2,20,000","7,00,000","60,00,000","AICTE, NBA "
272,New Prince Shri Bhavani College of Engineering & Technology,BE/B.Tech,B.Tech Information Technology, Chennai, Tamil Nadu,3.2,287,500,2025,"₹ 3,48,000",,,AICTE 
273,GITAM School of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Hyderabad, Telangana,4.1,288,500,2025,"₹ 15,76,000","6,86,000","1,40,00,000","AICTE, UGC "
274,Pune Vidhyarthi Griha's College of Engineering and Technology,BE/B.Tech,BE Artificial Intelligence and Data Science, Pune, Maharashtra,3.8,291,500,2025,"₹ 6,02,800","4,95,000","30,00,000","AICTE, NBA "
275,Nitte Meenakshi Institute of Technology   (Deemed to be University),BE/B.Tech,B.Tech Computer Science and Engineering, Bangalore, Karnataka,3.9,292,500,2025,"₹ 14,00,000",,"59,00,000","AICTE, NBA "
276,University Institute of Technology,BE/B.Tech,BE Computer Science And Engineering, Bardhaman, West Bengal,3.3,293,500,2025,"₹ 3,64,800",,,"AICTE, UGC, NBA "
277,Vel Tech Rangarajan Dr. Sagunthala R and D Institute of Science and Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Chennai, Tamil Nadu,3.7,294,500,2025,"₹ 15,25,000",,"44,00,000","BCI, NBA "
278,RV University,BE/B.Tech,B.Tech {Hons.} Computer Science Engineering, Bangalore, Karnataka,3.8,295,500,2025,"₹ 22,00,000",,,"BCI, UGC "
279,Ramkrishna Mahato Government Engineering College,BE/B.Tech,B.Tech Computer Science and Engineering, Purulia, West Bengal,3.9,296,500,2025,"₹ 48,000","3,50,000","6,00,000",AICTE 
280,RV Institute of Technology and Management,BE/B.Tech,BE Computer Science And Engineering, Bangalore, Karnataka,4,297,500,2025,"₹ 32,60,000","12,44,000","33,00,000",AICTE 
281,New Horizon College of Engineering,BE/B.Tech,BE Computer Science And Engineering, Bangalore, Karnataka,4.2,298,500,2025,"₹ 10,00,000","8,00,000","29,00,000","AICTE, UGC, NBA "
282,RNS Institute of Technology,BE/B.Tech,BE Computer Science And Engineering, Bangalore, Karnataka,3.9,300,500,2025,"₹ 30,00,000",,"50,00,000","AICTE, NBA "
283,Ghani Khan Choudhury Institute Of Engineering and Technology,BE/B.Tech,B.Tech Artificial Intelligence & Machine Learning, Malda, West Bengal,3.9,301,500,2025,"₹ 1,58,643","2,70,000","6,50,000","AICTE, MHRD "
284,B. N. M. Institute of Technology,BE/B.Tech,BE Computer Science And Engineering, Bangalore, Karnataka,3.8,303,500,2025,"₹ 30,30,000","6,16,000","34,28,000","AICTE, NBA "
285,Sir M Visvesvaraya Institute of Technology,BE/B.Tech,BE Computer Science And Engineering, Bangalore, Karnataka,3.8,304,500,2025,"₹ 24,00,000","7,00,000","15,73,000","AICTE, NBA "
286,Coochbehar Government Engineering College,BE/B.Tech,B.Tech Computer Science and Engineering, Cooch Behar, West Bengal,4.1,305,500,2025,"₹ 55,000",,,AICTE 
287,Government College of Engineering & Textile Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Behrampore, West Bengal,3.8,306,500,2025,"₹ 53,400","4,00,000","12,00,000",AICTE 
288,KLS Gogte Institute of Technology,BE/B.Tech,BE Computer Science And Engineering, Belgaum, Karnataka,3.7,307,500,2025,"₹ 12,48,348","6,54,000","51,00,000","AICTE, COA, UGC, NBA "
289,Dr. Ambedkar Institute of Technology,BE/B.Tech,BE Computer Science And Engineering, Bangalore, Karnataka,3.7,308,500,2025,"₹ 2,59,160",,"19,75,000","AICTE, UGC, NBA "
290,Ramdeobaba University,BE/B.Tech,BE Computer Science And Engineering, Nagpur, Maharashtra,4.1,309,500,2025,"₹ 11,46,250","6,90,000","51,00,000","AICTE, NBA "
291,Dr. Ambedkar Institute of Technology for Handicapped,BE/B.Tech,B.Tech Computer Science and Engineering, Kanpur, Uttar Pradesh,3.9,311,500,2025,"₹ 2,27,500",,"50,00,000",AICTE 
292,D. Y. Patil College of Engineering,BE/B.Tech,BE Computer Engineering, Pune, Maharashtra,3.9,312,500,2025,,"8,00,000","52,00,000","AICTE, NBA "
293,SDM College of Engineering and Technology,BE/B.Tech,BE Computer Science And Engineering, Dharwad, Karnataka,4.1,313,500,2025,"₹ 11,55,010","6,59,000","43,94,000","AICTE, NBA "
294,Sathyabama Institute of Science and Technology,BE/B.Tech,BE Computer Science And Engineering, Chennai, Tamil Nadu,3.9,314,500,2025,"₹ 12,20,000","5,57,000","41,20,000","DCI, AICTE, COA, PCI, INC "
295,Government College of Engineering,BE/B.Tech,BE Electrical Engineering, Aurangabad, Maharashtra,3.9,315,500,2025,"₹ 3,23,501","5,80,000","11,50,000",AICTE 
296,National Institute of Food Technology Entrepreneurship and Management,BE/B.Tech,B.Tech Food Technology and Management, Sonepat, Haryana,4,316,500,2025,"₹ 7,90,250",,"18,00,000","AICTE, UGC "
297,M.S. Ramaiah University of Applied Sciences,BE/B.Tech,B.Tech Computer Science and Engineering, Bangalore, Karnataka,4,317,500,2025,"₹ 21,00,000","7,00,000","52,00,000","DCI, AICTE, PCI, BCI, UGC "
298,KIET Deemed To Be University,BE/B.Tech,B.Tech Computer Science and Engineering, Ghaziabad, Uttar Pradesh,4.1,318,500,2025,"₹ 7,99,000","5,44,000","60,00,000","AICTE, PCI, UGC, NBA "
299,Thakur College of Engineering and Technology,BE/B.Tech,B.Tech Artificial Intelligence & Data Science, Mumbai, Maharashtra,4,319,500,2025,"₹ 6,38,000","7,65,000","21,00,000","AICTE, NBA "
300,Vidyavardhaka College of Engineering,BE/B.Tech,BE Computer Science And Engineering, Mysore, Karnataka,4.1,320,500,2025,"₹ 13,32,840",,"41,30,000","AICTE, UGC, NBA "
301,CMR Institute of Technology,BE/B.Tech,BE Electronics & Communication Engineering, Bangalore, Karnataka,4,321,500,2025,"₹ 12,04,000","6,99,000","44,10,000","AICTE, NBA "
302,DY Patil International University,BE/B.Tech,B.Tech Computer Science and Engineering, Pune, Maharashtra,4.1,322,500,2025,"₹ 11,32,500","7,00,000","33,00,000","AICTE, UGC, AIU "
303,Puducherry Technological University,BE/B.Tech,B.Tech Computer Science and Engineering, Pondicherry, Puducherry,3.8,323,500,2025,"₹ 3,61,604","4,00,000","10,00,000",AICTE 
304,International Institute of Information Technology,BE/B.Tech,B.Tech Computer Engineering, Pune, Maharashtra,3.8,324,500,2025,"₹ 4,88,000",,"28,00,000","AICTE, UGC, NBA "
305,Government Sri Krishnarajendra Silver Jubilee Technological Institute,BE/B.Tech,BE Electronics & Communication Engineering, Bangalore, Karnataka,3.6,325,500,2025,"₹ 4,17,060",,,"AICTE, NBA "
306,REVA University,BE/B.Tech,B.Tech Computer Science and Engineering, Bangalore, Karnataka,4.2,326,500,2025,"₹ 26,00,000",,"45,50,000","AICTE, COA, BCI, UGC "
307,G L Bajaj Institute of Technology and Management,BE/B.Tech,B.Tech Computer Science and Engineering, Greater Noida, Uttar Pradesh,3.9,327,500,2025,"₹ 4,21,800","7,35,000","58,00,000","AICTE, BCI, NBA "
308,Government College of Engineering,BE/B.Tech,B.Tech Electronics & Telecommunication Engineering, Amravati, Maharashtra,3.7,328,500,2025,"₹ 3,36,681","5,65,000","26,50,000","AICTE, NBA "
309,Acharya Institute of Technology,BE/B.Tech,BE Computer Science And Engineering, Bangalore, Karnataka,4.1,329,500,2025,"₹ 12,04,400","6,00,000","65,00,000","AICTE, NBA "
310,Government College of Engineering,BE/B.Tech,B.Tech Electrical Engineering, Satara, Maharashtra,3.9,330,500,2025,"₹ 3,35,490","5,61,000","18,00,000","AICTE, NBA "
311,Malnad College of Engineering,BE/B.Tech,BE Computer Science And Engineering, Hassan, Karnataka,4,331,500,2025,"₹ 4,86,440",,"12,50,000","AICTE, UGC, NBA "
312,Sahyadri College of Engineering & Management (SCEM),BE/B.Tech,BE Computer Science And Engineering, Mangalore, Karnataka,4.1,332,500,2025,"₹ 12,04,400","4,00,000","40,00,000","AICTE, NBA "
313,Pimpri Chinchwad College of Engineering and Research   Ravet,BE/B.Tech,BE Computer Engineering, Pune, Maharashtra,3.9,334,500,2025,"₹ 5,72,000","5,34,000","19,50,000","AICTE, NBA "
314,BGS & SJB Group of Institutions,BE/B.Tech,BE Information Science & Engineering, Bangalore, Karnataka,3.8,335,500,2025,"₹ 12,04,400","5,52,000","27,00,000","AICTE, NBA "
315,Woxsen University,BE/B.Tech,B.Tech Computer Science and Engineering, Hyderabad, Telangana,4.2,336,500,2025,"₹ 28,85,000","9,90,000","24,00,000","COA, BCI, AACSB, AMBA "
316,Sri Siddhartha Institute of Technology,BE/B.Tech,BE Computer Science And Engineering, Tumkur, Karnataka,4,337,500,2025,"₹ 16,00,000",,"12,00,000","AICTE, NBA "
317,Vidyalankar Institute of Technology,BE/B.Tech,BE Computer Science & Electronic Engineering, Mumbai, Maharashtra,4.2,338,500,2025,"₹ 7,04,000","12,96,000","37,50,000",AICTE 
318,KLE Dr. M.S.Sheshgiri College of Engineering & Technology,BE/B.Tech,BE Computer Science And Engineering, Belgaum, Karnataka,3.9,339,500,2025,"₹ 9,73,698",,"34,00,000","AICTE, NBA "
319,University of Lucknow,BE/B.Tech,B.Tech Computer Science and Engineering, Lucknow, Uttar Pradesh,3.8,340,500,2025,"₹ 4,86,840","8,25,000","26,00,000","AICTE, UGC "
320,JSPM'S Rajarshi Shahu College of Engineering   Tathawade,BE/B.Tech,B.Tech Computer Engineering, Pune, Maharashtra,3.9,341,500,2025,"₹ 4,80,956",,"30,00,000","AICTE, NBA "
321,Dayananda Sagar Academy of Technology and Management,BE/B.Tech,BE Computer Science And Engineering, Bangalore, Karnataka,4,342,500,2025,"₹ 13,12,840","5,36,000","25,11,000","AICTE, NBA "
322,PES College of Engineering,BE/B.Tech,BE Computer Science And Engineering, Mandya, Karnataka,3.9,343,500,2025,"₹ 3,74,856","5,30,000","14,50,000","AICTE, NBA "
323,Bharati Vidyapeeth's College  of Engineering   Lavale,BE/B.Tech,BE Computer Engineering, Pune, Maharashtra,3.6,344,500,2025,"₹ 4,68,000",,"19,00,000",AICTE 
324,Government Engineering College,BE/B.Tech,BE Electrical And Electronics Engineering, Raipur, Chhattisgarh,3.1,345,500,2025,"₹ 82,780",,,AICTE 
325,St Joseph Engineering College,BE/B.Tech,BE Computer Science And Engineering, Mangalore, Karnataka,4,346,500,2025,"₹ 9,76,440",,"27,50,000","AICTE, NBA "
326,Global Academy of Technology,BE/B.Tech,BE Computer Science And Engineering, Bangalore, Karnataka,3.9,347,500,2025,"₹ 8,80,000","5,17,000","22,00,000","AICTE, NBA "
327,Sanskriti University,BE/B.Tech,B.Tech Computer Science and Engineering, Mathura, Uttar Pradesh,3.8,348,500,2025,"₹ 5,55,000","6,20,000","1,40,00,000","NCTE, RCI, PCI, BCI, ICAR "
328,MIT Academy of Engineering,BE/B.Tech,B.Tech Computer Engineering, Pune, Maharashtra,3.8,349,500,2025,"₹ 7,66,948","6,10,000","28,00,000","AICTE, UGC, NBA "
329,MVJ College of Engineering,BE/B.Tech,BE Computer Science And Engineering, Bangalore, Karnataka,3.8,350,500,2025,"₹ 3,27,200",,"27,70,000","AICTE, UGC, NBA "
330,Dr. D. Y. Patil Institute of Engineering,BE/B.Tech,BE Computer Engineering, Pune, Maharashtra,3.8,351,500,2025,"₹ 3,95,168",,"45,00,000",AICTE 
331,GSSS Institute of Engineering and Technology for Women,BE/B.Tech,BE Electronics & Communication Engineering, Mysore, Karnataka,4.3,352,500,2025,"₹ 9,00,000","6,80,000","34,00,000","AICTE, NBA "
332,University BDT College of Engineering,BE/B.Tech,BE Computer Science And Engineering, Davanagere, Karnataka,3.5,353,500,2025,"₹ 4,72,420",,,"AICTE, NBA "
333,Rajkiya Engineering College,BE/B.Tech,B.Tech Electrical Engineering, Banda, Uttar Pradesh,3.9,354,500,2025,"₹ 2,29,200",,"10,00,000",AICTE 
334,AISSMS College of Engineering,BE/B.Tech,BE Computer Engineering, Pune, Maharashtra,4.1,355,500,2025,"₹ 19,64,944","4,50,000","45,00,000",AICTE 
335,Sri Manakula Vinayagar Engineering College,BE/B.Tech,B.Tech Artificial Intelligence & Data Science, Pondicherry, Puducherry,3.9,356,500,2025,"₹ 1,96,400",,"10,00,000","AICTE, NBA "
336,Sapthagiri NPS University,BE/B.Tech,BE Computer Science And Engineering, Bangalore, Karnataka,3.6,357,500,2025,"₹ 11,00,000","6,00,000","35,00,000","AICTE, UGC, NBA "
337,Cambridge Institute of Technology,BE/B.Tech,BE Computer Science And Engineering, Bangalore, Karnataka,4.1,358,500,2025,"₹ 24,00,000","12,00,000","53,20,000","AICTE, UGC, NBA "
338,Fr. Conceicao Rodrigues College of Engineering,BE/B.Tech,B.Tech Computer Science and Engineering, Mumbai, Maharashtra,4,359,500,2025,"₹ 8,71,504","6,30,000","22,00,000","AICTE, NBA "
339,Basaveshwar Engineering College,BE/B.Tech,BE Computer Science And Engineering, Bagalkot, Karnataka,3.8,360,500,2025,"₹ 18,00,000",,,"AICTE, NBA "
340,Rajkiya Engineering College,BE/B.Tech,B.Tech Computer Science and Engineering, Kannauj, Uttar Pradesh,3.7,361,500,2025,"₹ 2,22,000",,"16,00,000",AICTE 
341,Dr. D. Y. Patil Institute of Technology   Pimpri,BE/B.Tech,BE Computer Engineering, Pune, Maharashtra,3.9,362,500,2025,"₹ 5,08,000",,"4,78,000",AICTE 
342,Bhilai Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Durg, Chhattisgarh,3.6,363,500,2025,"₹ 3,06,150",,,"AICTE, NBA "
343,KLE Institute of Technology,BE/B.Tech,BE Computer Science And Engineering, Hubli, Karnataka,3.6,364,500,2025,"₹ 11,71,348","4,62,000","8,00,000","AICTE, NBA "
344,Bapuji Institute of Engineering and Technology,BE/B.Tech,BE Computer Science And Engineering, Davanagere, Karnataka,3.8,365,500,2025,"₹ 5,66,440","4,97,000","30,00,000","AICTE, UGC, NBA "
345,Government College of Engineering,BE/B.Tech,BE Computer Science And Engineering, Nagpur, Maharashtra,3.8,366,500,2025,"₹ 1,49,681","5,77,000","9,50,000",AICTE 
346,Jawaharlal Nehru National College of Engineering,BE/B.Tech,BE Computer Science And Engineering, Shimoga, Karnataka,3.7,367,500,2025,"₹ 9,48,884",,"24,00,000","AICTE, NBA "
347,Dayananda Sagar University,BE/B.Tech,B.Tech Computer Science and Engineering, Bangalore, Karnataka,4.1,368,500,2025,"₹ 16,48,000","5,52,000","35,00,000","AICTE, PCI, INC, BCI, UGC "
348,Galgotias College of Engineering and Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Greater Noida, Uttar Pradesh,3.9,369,500,2025,"₹ 4,62,412",,"39,00,000","AICTE, NBA "
349,Government College of Engineering and Research,BE/B.Tech,B.Tech Computer Engineering, Pune, Maharashtra,3.6,370,500,2025,"₹ 96,501","3,83,000","7,50,000",AICTE 
350,Visvesvaraya Technological University,BE/B.Tech,B.Tech Computer Science and Engineering, Belgaum, Karnataka,3.7,371,500,2025,"₹ 4,50,000",,"5,40,000","AICTE, UGC "
351,AISSMS Institute of Information Technology,BE/B.Tech,B.Tech Artificial Intelligence & Data Science, Pune, Maharashtra,4,372,500,2025,"₹ 1,40,851","4,50,000","14,00,000",AICTE 
352,Manakula Vinayagar Institute of Technology,BE/B.Tech,B.Tech Electronics & Communication Engineering, Pondicherry, Puducherry,3.7,373,500,2025,"₹ 1,70,000","3,00,000","7,00,000","AICTE, NBA "
353,Ballari Institute of Technology and Management,BE/B.Tech,BE Computer Science And Engineering, Bellary, Karnataka,4.1,374,500,2025,"₹ 13,00,000",,"40,00,000","AICTE, UGC, NBA "
354,Mangalore Institute of Technology and Engineering,BE/B.Tech,BE Computer Science And Engineering, Mangalore, Karnataka,4.1,375,500,2025,"₹ 10,46,000",,"50,00,000",AICTE 
355,Rajkiya Engineering College,BE/B.Tech,B.Tech Computer Science and Engineering, Sonbhadra, Uttar Pradesh,3.7,376,500,2025,"₹ 2,14,200",,"12,00,000",AICTE 
356,Laxminarayan Institute of Technology,BE/B.Tech,B.Tech Chemical Engineering, Nagpur, Maharashtra,3.8,377,500,2025,"₹ 4,60,000","3,50,000","8,00,000","AICTE, UGC, NBA "
357,BGS College of Engineering and Technology,BE/B.Tech,BE Computer Science And Engineering, Bangalore, Karnataka,4.6,378,500,2025,"₹ 12,04,400",,,AICTE 
358,Gurukul Vidyapeeth,BE/B.Tech,B.Tech Marine Engineering, Chandigarh, Chandigarh,1.8,,,,"₹ 3,66,000",,,AICTE 
359,PDA College of Engineering,BE/B.Tech,BE Computer Science And Engineering, Gulbarga, Karnataka,3.7,379,500,2025,"₹ 8,80,000",,"6,00,000","AICTE, UGC, NBA "
360,Shri Guru Gobind Singhji Institute of Engineering and Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Nanded, Maharashtra,3.9,380,500,2025,"₹ 1,33,079","5,00,000","27,00,000","AICTE, NBA "
361,College of Agriculture,BE/B.Tech,B.Tech Agricultural Engineering, Hassan, Karnataka,4.2,381,500,2025,"₹ 2,93,800",,,UGC 
362,Govt Engineering College,BE/B.Tech,B.Tech Computer Science and Engineering, Bilaspur, Chhattisgarh,3.5,382,500,2025,"₹ 47,670",,,"AICTE, NBA "
363,Kamla Nehru Institute of Physical and Social Sciences,BE/B.Tech,B.Tech Computer Science and Engineering, Sultanpur, Uttar Pradesh,4,383,500,2025,"₹ 2,44,800",,,"NCTE, AICTE "
364,Nilai Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Ranchi, Jharkhand,,384,500,2025,"₹ 3,06,000",,,"AICTE, MHRD "
365,Fr. C. Rodrigues Institute of Technology,BE/B.Tech,B.Tech Computer Engineering, Navi Mumbai, Maharashtra,3.8,385,500,2025,"₹ 8,11,168","5,30,000","12,00,000","AICTE, NBA "
366,SJC Institute of Technology,BE/B.Tech,BE Computer Science And Engineering, Bangalore, Karnataka,3.7,386,500,2025,"₹ 11,60,000","5,60,000","28,00,000","AICTE, UGC, NBA "
367,UBDT College of Engineering,BE/B.Tech,BE Mechanical Engineering, Davanagere, Karnataka,3.6,387,500,2025,"₹ 4,09,640",,"18,90,000",
368,College of Engineering,BE/B.Tech,B.Tech Computer Science and Engineering, Thiruvananthapuram, Kerala,4.2,388,500,2025,"₹ 85,600",,"33,00,000","AICTE, UGC, NBA "
369,Progressive Education Society's Modern College of Engineering,BE/B.Tech,B.Tech Computer Engineering, Pune, Maharashtra,3.6,389,500,2025,"₹ 5,09,368",,"14,54,000",AICTE 
370,CGC College of Engineering   Landran,BE/B.Tech,B.Tech Computer Science and Engineering, Mohali, Punjab,4,390,500,2025,"₹ 6,73,000",,"54,00,000","AICTE, NBA "
371,The Oxford College of Engineering,BE/B.Tech,BE Computer Science And Engineering, Bangalore, Karnataka,3.3,391,500,2025,"₹ 15,00,000","5,00,000","22,00,000","AICTE, UGC, NBA "
372,Atria Institute of Technology,BE/B.Tech,BE Computer Science And Engineering, Bangalore, Karnataka,3.6,392,500,2025,"₹ 9,42,440","10,32,000","30,00,000","AICTE, NBA "
373,Rajiv Gandhi College of Engineering and Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Pondicherry, Puducherry,3.4,393,500,2025,"₹ 1,28,000","4,22,000","5,20,000",AICTE 
374,Rajkiya Engineering College,BE/B.Tech,B.Tech Information Technology, Ambedkar Nagar, Uttar Pradesh,3.8,394,500,2025,"₹ 2,14,200","3,89,000","7,00,000",AICTE 
375,Sinhgad College of Engineering   Vadgaon Ambegaon,BE/B.Tech,BE Computer Engineering, Pune, Maharashtra,3.9,395,500,2025,"₹ 4,76,264","5,60,000","12,50,000","AICTE, NBA "
376,KS Institute of Technology,BE/B.Tech,BE Computer Science And Engineering, Bangalore, Karnataka,3.5,396,500,2025,"₹ 8,80,000",,,"AICTE, NBA "
377,Xavier Institute of Engineering,BE/B.Tech,BE Information Technology, Mumbai, Maharashtra,3.7,397,500,2025,"₹ 6,88,000","3,00,000","4,08,000",AICTE 
378,University of Agricultural Sciences,BE/B.Tech,B.Tech Agricultural Engineering, Bangalore, Karnataka,4.1,398,500,2025,"₹ 2,93,800",,,UGC 
379,Vignan's Foundation for Science,BE/B.Tech,B.Tech Computer Science, Guntur, Andhra Pradesh,4.1,399,500,2025,"₹ 11,40,000",,"44,00,000","AICTE, PCI, BCI, UGC, NBA "
380,Chhattisgarh Swami Vivekanand Technical University,BE/B.Tech,B.Tech Artificial Intelligence, Bhilai, Chhattisgarh,3.5,400,500,2025,"₹ 4,09,400","4,00,000","12,00,000","AICTE, UGC "
381,Vidya Vikas Institute of Engineering and Technology,BE/B.Tech,BE Computer Science And Engineering, Mysore, Karnataka,3.9,401,500,2025,"₹ 4,09,640",,"7,50,000","AICTE, NBA "
382,Institute of Engineering and Rural Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Allahabad, Uttar Pradesh,3.3,402,500,2025,"₹ 2,67,000","3,00,000","6,00,000",AICTE 
383,Institute of Chemical Technology   Marathwada,BE/B.Tech,B.Tech + M.Tech Chemical Engineering, Jalna, Maharashtra,,403,500,2025,"₹ 5,29,165","6,70,000","15,80,000","UGC, NBA, MHRD "
384,Government Engineering College,BE/B.Tech,BE Computer Science And Engineering, Hassan, Karnataka,3.9,404,500,2025,"₹ 1,63,000","3,20,000","5,00,000",AICTE 
385,Sai Vidya Institute of Technology,BE/B.Tech,BE Computer Science And Engineering, Bangalore, Karnataka,4.3,405,500,2025,"₹ 12,00,000","5,43,000","20,00,000","AICTE, NBA "
386,Sam Higginbottom University of Agriculture Technology and Sciences,BE/B.Tech,B.Tech Computer Science and Engineering, Allahabad, Uttar Pradesh,4,,,,"₹ 4,45,235","6,20,000","10,00,000","NCTE, INC, ICAR, UGC "
387,Marathwada Mitra Mandal's College of Engineering   Karvenagar,BE/B.Tech,BE Computer Engineering, Pune, Maharashtra,3.7,406,500,2025,"₹ 4,94,000","5,50,000","19,00,000","AICTE, NBA "
388,Maharaja Institute of Technology,BE/B.Tech,BE Computer Science And Engineering, Mysore, Karnataka,3.9,407,500,2025,"₹ 8,80,000","5,17,958","7,00,000","AICTE, NBA "
389,Rajkiya Engineering College,BE/B.Tech,B.Tech Computer Science and Engineering, Mainpuri, Uttar Pradesh,3.7,408,500,2025,"₹ 2,55,300","4,18,000","5,50,000",AICTE 
390,KIT's College of Engineering,BE/B.Tech,B.Tech Artificial Intelligence & Machine Learning, Kolhapur, Maharashtra,4.2,409,500,2025,"₹ 3,91,000","6,50,000","41,00,000","AICTE, UGC, NBA "
391,Don Bosco Institute of Technology,BE/B.Tech,BE Computer Science And Engineering, Bangalore, Karnataka,3.7,410,500,2025,"₹ 11,24,400",,"30,00,000","AICTE, NBA "
392,GM University,BE/B.Tech,BE Computer Science And Engineering, Davanagere, Karnataka,3.8,411,500,2025,"₹ 10,40,000",,,"AICTE, UGC, NBA "
393,K.K. Wagh Institute of Engineering Education & Research,BE/B.Tech,B.Tech Computer Engineering, Nashik, Maharashtra,4.1,412,500,2025,"₹ 6,52,000",,"22,00,000","AICTE, NBA "
394,AMC Engineering College,BE/B.Tech,BE Computer Science And Engineering, Bangalore, Karnataka,3.7,413,500,2025,"₹ 14,52,000","5,50,000","30,00,000","AICTE, NBA "
395,RajaRajeswari College of Engineering,BE/B.Tech,BE Computer Science And Engineering, Bangalore, Karnataka,3.5,414,500,2025,"₹ 8,80,000","4,50,000","24,00,000","AICTE, UGC, NBA "
396,Rajkiya Engineering College,BE/B.Tech,B.Tech Information Technology, Bijnor, Uttar Pradesh,3.3,415,500,2025,"₹ 1,98,720",,"7,00,000",AICTE 
397,Modern Education Society's Wadia College of Engineering,BE/B.Tech,BE Computer Engineering, Pune, Maharashtra,3.8,416,500,2025,"₹ 5,28,000","5,30,000","42,00,000","AICTE, NBA "
398,BLDEA's V.P. Dr.P.G.Halakatti College of Engineering & Technology,BE/B.Tech,BE Computer Science And Engineering, Bijapur, Karnataka,3.8,417,500,2025,"₹ 8,80,000","3,00,000","27,00,000","AICTE, NBA "
399,Jain College of Engineering,BE/B.Tech,BE Computer Science And Engineering, Belgaum, Karnataka,3.7,418,500,2025,"₹ 4,89,440","5,50,000","12,75,000","AICTE, NBA "
400,Bundelkhand University,BE/B.Tech,B.Tech Computer Science and Engineering, Jhansi, Uttar Pradesh,3.8,419,500,2025,"₹ 3,40,000",,,AICTE 
401,PES Institute of Technology and Management,BE/B.Tech,BE Computer Science And Engineering, Shimoga, Karnataka,3.9,420,500,2025,"₹ 8,80,000","3,30,000","8,00,000","AICTE, NBA "
402,East Point Group of Institutions,BE/B.Tech,BE Computer Science And Engineering, Bangalore, Karnataka,3.7,421,500,2025,"₹ 14,26,500","6,50,000","33,00,000","AICTE, PCI, INC, NBA "
403,KLE College of Engineering and Technology,BE/B.Tech,BE Computer Science And Engineering, Chikodi, Karnataka,3.8,422,500,2025,"₹ 8,60,000","3,50,000","7,25,000","AICTE, NBA "
404,East West Institute of Technology,BE/B.Tech,BE Computer Science And Engineering, Bangalore, Karnataka,3.5,424,500,2025,"₹ 12,40,000",,"26,65,000","AICTE, UGC, NBA "
405,ABES Engineering College,BE/B.Tech,B.Tech Computer Science and Engineering, Ghaziabad, Uttar Pradesh,4,425,500,2025,"₹ 5,56,400","5,27,000","39,00,000","AICTE, NBA "
406,Adichunchanagiri Institute of Technology,BE/B.Tech,BE Computer Science And Engineering, Chikmagalur, Karnataka,3.5,426,500,2025,"₹ 8,24,444",,,AICTE 
407,Chanakya University,BE/B.Tech,B.Tech Biotechnology, Bangalore, Karnataka,4.4,427,500,2025,"₹ 12,05,000",,,"AICTE, BCI, UGC "
408,KLS Vishwanathrao Deshpande Institute of Technology,BE/B.Tech,BE Electronics & Communication Engineering, Haliyal, Karnataka,3.7,428,500,2025,"₹ 7,64,444",,,AICTE 
409,Appa Institute of Engineering and Technology,BE/B.Tech,BE Computer Science And Engineering, Gulbarga, Karnataka,3.7,429,500,2025,"₹ 4,49,640",,,AICTE 
410,Maharaja Institute of Technology Thandavapura,BE/B.Tech,BE Electronics & Communication Engineering, Mysore, Karnataka,4,431,500,2025,"₹ 4,49,640",,"12,00,000",AICTE 
411,BGS Institute of Technology,BE/B.Tech,BE Computer Science And Engineering, Mandya, Karnataka,4.3,432,500,2025,"₹ 6,80,000",,,"AICTE, NBA "
412,Rajkiya Engineering College,BE/B.Tech,B.Tech Information Technology, Azamgarh, Uttar Pradesh,3.8,433,500,2025,"₹ 4,57,200","5,00,000","10,00,000",AICTE 
413,Integral University,BE/B.Tech,B.Tech Computer Science and Engineering, Lucknow, Uttar Pradesh,4.1,434,500,2025,"₹ 10,60,000",,"32,50,000","NCTE, COA, PCI, INC, MCI "
414,Lucknow Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Lucknow, Uttar Pradesh,4,435,500,2025,"₹ 2,40,000",,,AICTE 
415,Nitra Technical Campus,BE/B.Tech,B.Tech Computer Science and Engineering, Ghaziabad, Uttar Pradesh,3.6,436,500,2025,"₹ 3,62,460","4,00,000","12,00,000",AICTE 
416,ABES Institute of Technology,BE/B.Tech,B.Tech Computer Science and Engineering, Ghaziabad, Uttar Pradesh,3.9,437,500,2025,"₹ 5,57,400","5,50,000","27,00,000","AICTE, NBA "
417,Institute of Technology & Management,BE/B.Tech,B.Tech Computer Science and Engineering, Lucknow, Uttar Pradesh,3.6,438,500,2025,"₹ 2,66,600",,"8,60,000",AICTE 
418,Amity University,BE/B.Tech,B.Tech Computer Science and Engineering, Lucknow, Uttar Pradesh,4.1,439,500,2025,"₹ 15,36,000","8,00,000","45,00,000","NCTE, RCI, COA, PCI, BCI "
