,College Names,Degress,Course,City,State,Rating for 5,Rank,Total Rank,Year of Rank,Fees in Ruppes,Average Package,Highest Package,Approved
94,St. Mira's College for Girls,BA,BA Psychology, Pune, Maharashtra,3.6,86,255,2025,"₹ 47,840",,,
95,Bhagini Nivedita College,BA,BA {Hons.} Hindi, New Delhi, Delhi NCR,3.7,87,255,2025,"₹ 37,230","3,00,000","8,00,000",
96,St Francis College for Women,BA,BA Psychology, Hyderabad, Telangana,4.3,88,255,2025,"₹ 2,15,450",,"24,00,000",UGC 
97,Swami Shraddhanand College,BA,BA {Hons.} Geography, New Delhi, Delhi NCR,3.5,89,255,2025,"₹ 52,125",,,
98,Aligarh Muslim University,BA,BA {Hons.} Psychology, Aligarh, Uttar Pradesh,4.1,90,255,2025,"₹ 33,300",,,"UGC, AIU "
99,Dev Samaj College For Women,BA,BA, Firozpur, Punjab,4.2,91,255,2025,"₹ 20,000","5,00,000","24,00,000",UGC 
100,Shyam Lal College (Evening),BA,BA, New Delhi, Delhi NCR,3.7,92,255,2025,"₹ 48,470","4,00,000","12,00,000",
101,Post Graduate Government College for Girls,BA,BA Fine Arts, Chandigarh, Chandigarh,4,93,255,2025,"₹ 56,652",,,
102,Krupanidhi Degree College,BA,BA Political Science, Bangalore, Karnataka,3.6,94,255,2025,"₹ 1,98,000",,,AICTE 
103,Motilal Nehru College (Evening),BA,BA {Hons.} Political Science, New Delhi, Delhi NCR,3.9,95,255,2025,"₹ 36,870",,,
104,PSG College of Arts and Science,BA,BA Sociology, Coimbatore, Tamil Nadu,4.2,96,255,2025,"₹ 21,000",,"14,00,000",
105,Scottish Church College,BA,BA {Hons.} English, Kolkata, West Bengal,3.9,97,255,2025,"₹ 64,260",,,
106,Dyal Singh Evening College,BA,BA {Hons.} English, New Delhi, Delhi NCR,3.9,99,255,2025,"₹ 44,100",,,
107,Jain University,BA,BA, Bangalore, Karnataka,3.9,100,255,2025,"₹ 4,50,000","8,24,000","81,25,000","AICTE, CRISIL, UGC, NBA, AIU "
108,Aditi Mahavidyalaya,BA,BA, New Delhi, Delhi NCR,3.7,101,255,2025,"₹ 41,490",,,UGC 
109,Ethiraj College for Women,BA,BA History, Chennai, Tamil Nadu,4.1,102,255,2025,"₹ 28,698","4,00,000","10,00,000",UGC 
110,Zakir Husain Delhi College (Evening),BA,BA {Hons.} English, New Delhi, Delhi NCR,3.7,103,255,2025,"₹ 26,487",,,UGC 
111,St Aloysius (Deemed To Be University),BA,BA Psychology, Mangalore, Karnataka,3.8,104,255,2025,"₹ 1,41,000",,"15,00,000","NCTE, AICTE, BCI, UGC "
112,KPB Hinduja College of Commerce,BA,BA Multimedia and Mass Communication, Mumbai, Maharashtra,3.9,105,255,2025,"₹ 24,138",,,"AICTE, UGC "
113,PGDAV College (Evening),BA,BA, New Delhi, Delhi NCR,3.8,106,255,2025,"₹ 48,785",,"8,00,000",
114,SDM College of Business Management  Kodialbail,BA,BA Human Resource Development, Mangalore, Karnataka,4,107,255,2025,"₹ 15,190","2,40,000","3,60,000",AICTE 
115,St Ann's College for Women,BA,BA Psychology, Hyderabad, Telangana,4,108,255,2025,"₹ 14,520",,"13,00,000",AICTE 
116,Lady Brabourne College,BA,BA {Hons.} Geography, Kolkata, West Bengal,3.8,109,255,2025,"₹ 17,331",,,UGC 
117,Hans Raj Mahila Maha Vidyalaya,BA,BA {Hons.} Political Science, Jalandhar, Punjab,4,110,255,2025,"₹ 60,000",,,UGC 
118,Maharani Lakshmi Ammanni College for Women,BA,BA Psychology, Bangalore, Karnataka,4,111,255,2025,"₹ 1,20,000",,"8,00,000","AICTE, UGC "
119,Loyola Academy Degree and PG College,BA,BA Psychology, Secunderabad, Telangana,4.1,112,255,2025,"₹ 14,520","5,00,000","16,00,000",UGC 
120,Maris Stella College,BA,BA Statistics, Vijayawada, Andhra Pradesh,4.1,113,255,2025,"₹ 6,984",,,AICTE 
121,Dr. N.G.P. Arts and Science College,BA,BA English Literature, Coimbatore, Tamil Nadu,4,114,255,2025,"₹ 2,02,800","3,30,000","9,00,000",UGC 
122,Sree Saraswathi Thyagaraja College,BA,BA English Literature, Pollachi, Tamil Nadu,4.2,115,255,2025,"₹ 90,000","2,40,000","7,00,000","AICTE, NBA "
123,SRM Arts and Science College,BA,BA English, Kanchipuram, Tamil Nadu,3.9,116,255,2025,"₹ 1,07,500","5,10,000","10,20,000",AICTE 
124,Deshbandhu College for Girls,BA,BA {Hons.} Geography, Kolkata, West Bengal,4.1,117,255,2025,"₹ 24,990",,,
125,Andhra Loyola College,BA,BA Anthropology, Vijayawada, Andhra Pradesh,3.9,118,255,2025,"₹ 66,000",,"3,42,000","AICTE, UGC "
126,Nehru Arts and Science College,BA,BA Travel and Tourism Management, Coimbatore, Tamil Nadu,4.2,119,255,2025,"₹ 2,09,900",,"10,00,000",
127,Vivekananda College,BA,BA {Hons.} English, Kolkata, West Bengal,3.8,120,255,2025,"₹ 2,400",,,
128,St. Joseph's College,BA,BA Economics, Tiruchirappalli, Tamil Nadu,4.3,121,255,2025,"₹ 25,650",,,UGC 
129,Vimala College,BA,BA Sociology, Thrissur, Kerala,4.2,122,255,2025,"₹ 54,000",,,UGC 
130,The Oxford College of Arts,BA,BA Journalism, Bangalore, Karnataka,,123,255,2025,"₹ 90,000",,,"AICTE, PCI, BCI "
131,Mar Athanasius College,BA,BA English Literature, Kothamangalam, Kerala,4.1,124,255,2025,"₹ 30,570",,,
132,SDM College Ujire,BA,BA History, Mangalore, Karnataka,4.1,125,255,2025,"₹ 19,950",,,
133,MES College of Arts,BA,BA English, Bangalore, Karnataka,3.7,126,255,2025,"₹ 57,054",,,UGC 
134,Kasturba Gandhi Degree and PG College for Women,BA,BA English Literature, Secunderabad, Telangana,4.1,127,255,2025,"₹ 14,520","11,00,000","25,00,000",AICTE 
135,Raja Bahadur Venkat Rama Reddy Women's College,BA,BA English Language And English Literature, Hyderabad, Telangana,4.2,128,255,2025,"₹ 28,675","3,00,000","6,00,000",
136,St Wilfred’s College of Arts,BA,BA Multimedia and Mass Communication, Thane, Maharashtra,5,129,255,2025,"₹ 1,80,000",,,
137,Anugrah Narayan College,BA,BA English, Patna, Bihar,3.4,130,255,2025,"₹ 90,000",,,UGC 
138,St Joseph's Degree and  PG College,BA,"BA Journalism, Psychology And English", Hyderabad, Telangana,3.9,131,255,2025,"₹ 14,520","4,10,000","12,00,000",
139,Murgaon Education Societys College of Arts and Commerce,BA,BA Economics, North Goa, Goa,4.1,132,255,2025,"₹ 19,298",,,
140,The Bhopal School of Social Sciences,BA,BA Management, Bhopal, Madhya Pradesh,4.1,133,255,2025,"₹ 2,70,000",,"7,60,000",UGC 
141,Sri Durga Malleswari Siddhartha Mahila Kalasala,BA,BA Political Science, Vijayawada, Andhra Pradesh,3.8,134,255,2025,"₹ 9,135",,,
142,St Aloysius College,BA,BA Political Science, Jabalpur, Madhya Pradesh,3.8,135,255,2025,"₹ 57,625",,,UGC 
143,Sri Krishna Arts and Science College,BA,BA English Literature, Coimbatore, Tamil Nadu,4.2,136,255,2025,"₹ 1,44,000","3,60,000","16,00,000",UGC 
144,Ramniranjan Jhunjhunwala College,BA,BA Political Science, Mumbai, Maharashtra,4.1,137,255,2025,"₹ 27,605","2,40,000","12,41,000",UGC 
145,All Saints' College,BA,BA English Literature, Thiruvananthapuram, Kerala,3.8,138,255,2025,"₹ 54,000",,,UGC 
146,Stani Memorial PG College,BA,BA Political Science, Jaipur, Rajasthan,3.8,139,255,2025,"₹ 30,800",,,UGC 
147,Ramaiah College of Arts,BA,BA English, Bangalore, Karnataka,4,140,255,2025,"₹ 2,25,000","3,75,000","15,00,000","AICTE, UGC "
148,Kanya Mahavidyalaya,BA,BA {Hons.} English, Jalandhar, Punjab,4.8,142,255,2025,"₹ 3,12,900",,"3,00,000",UGC 
149,Galgotias University,BA,BA {Hons.} Psychology, Greater Noida, Uttar Pradesh,3.8,143,255,2025,"₹ 2,13,000","5,40,000","60,00,000","NCTE, AICTE, COA, PCI, INC "
150,Bethune College,BA,BA {Hons.} Psychology, Kolkata, West Bengal,4,144,255,2025,"₹ 12,276",,,UGC 
151,St Wilfred's PG College,BA,BA, Jaipur, Rajasthan,4,146,255,2025,"₹ 54,500",,,AICTE 
152,Gopichand Arya Mahila College,BA,BA, Abohar, Punjab,,147,255,2025,"₹ 65,058",,,
153,Bharata Mata College,BA,BA {Hons.} Economics, Kochi, Kerala,3.9,148,255,2025,"₹ 8,921",,"8,40,000",AICTE 
154,Amity University,BA,BA {Hons.} Applied Psychology, Gurgaon, Haryana,3.8,149,255,2025,"₹ 4,08,000",,"61,75,000","AICTE, RCI, COA, PCI, INC "
155,DAV College,BA,BA, Abohar, Punjab,4.1,150,255,2025,"₹ 71,928","1,00,000","2,80,000",UGC 
156,St. Xavier's College for Women,BA,BA Economics, Aluva, Kerala,4.4,151,255,2025,"₹ 7,554",,,
157,Sri Ramakrishna College of Arts and Science,BA,BA English Literature, Coimbatore, Tamil Nadu,4.1,152,255,2025,"₹ 1,40,000","4,60,000","12,00,000",AICTE 
158,DAV College,BA,BA English, Hoshiarpur, Punjab,3.9,153,255,2025,"₹ 83,106",,,
159,DCT’s Dhempe College of Arts and Science,BA,BA Psychology, Panji, Goa,3.7,154,255,2025,"₹ 16,300",,,UGC 
160,DAV College,BA,BA, Jalandhar, Punjab,3.7,155,255,2025,"₹ 1,09,910",,"6,50,000",UGC 
161,Hindusthan College of Arts and Science,BA,BA English Literature, Coimbatore, Tamil Nadu,4,156,255,2025,"₹ 1,30,000","3,75,000","8,60,000",AICTE 
162,Bhavan's College,BA,BA Psychology, Mumbai, Maharashtra,4,157,255,2025,"₹ 99,661",,,
163,St Josephs College Irinjalakuda,BA,BA English Language And English Literature, Thrissur, Kerala,3.9,158,255,2025,"₹ 61,275",,,
