,College Names,Degress,Course,City,State,Rating for 5,Rank,Total Rank,Year of Rank,Fees in Ruppes,Average Package,Highest Package,Approved
232,Parishkar College Of Global Excellence (Autonomous),BCA,BCA Cyber Security, Jaipur, Rajasthan,3.6,246,251,2025,"₹ 1,50,000","12,25,000","90,00,000",UGC 
233,Marathwada Mitramandal's College of Commerce,BCA,BCA, Pune, Maharashtra,3.5,247,251,2025,"₹ 53,540","3,00,000","8,40,000","AICTE, UGC "
234,DAV Institute of Management,BCA,BCA, Faridabad, Haryana,3.3,248,251,2025,"₹ 1,80,000","5,00,000","7,00,000",AICTE 
235,St. Agnes College,BCA,BCA, Mangalore, Karnataka,4.3,249,251,2025,"₹ 1,56,000",,"8,00,000",
236,Seshadripuram College,BCA,BCA, Bangalore, Karnataka,4.1,250,251,2025,"₹ 1,20,000","2,50,000","32,00,000",
237,Murgaon Education Societys College of Arts and Commerce,BCA,BCA, North Goa, Goa,4.1,251,251,2025,"₹ 1,70,881",,,
238,Jain University,BCA,BCA, Bangalore, Karnataka,3.9,13,193,2025,"₹ 4,95,000","8,24,000","81,25,000","AICTE, CRISIL, UGC, NBA, AIU "
239,Jagan Institute of Management Studies   Rohini,BCA,BCA, New Delhi, Delhi NCR,4,11,193,2025,"₹ 4,15,800","9,95,000","24,00,000","AICTE, NBA, AIU, AACSB "
240,Institute of Technology and Science,BCA,BCA, Ghaziabad, Uttar Pradesh,4.1,23,167,2024,"₹ 4,94,121",,"12,76,000","AICTE, NBA, AIU, AACSB "
241,Gauhati Commerce College,BCA,BCA, Guwahati, Assam,3.9,,,,"₹ 61,150",,,
242,Sacred Heart College,BCA,BCA Cloud Technology And Mobile Applications, Ernakulam, Kerala,4.2,58,193,2025,"₹ 4,10,338","7,50,000","46,50,000",AICTE 
243,Som Lalit Institute of Business Administration,BCA,BCA, Ahmedabad, Gujarat,4.3,,,,"₹ 75,000",,,
244,Krupanidhi Degree College,BCA,BCA Data Science, Bangalore, Karnataka,3.6,51,109,2024,"₹ 3,30,000",,,AICTE 
245,Dr Ambedkar College,BCA,BCA, Nagpur, Maharashtra,3.9,,,,"₹ 72,000",,,
246,Sree Narayana Guru College,BCA,BCA, Coimbatore, Tamil Nadu,3.7,128,193,2025,"₹ 63,000",,,UGC 
247,Kongu Engineering College,BCA,B.Sc Software System, Erode, Tamil Nadu,4.1,,,,,"5,50,000","24,50,000","AICTE, NBA "
248,Roorkee Institute of Technology,BCA,BCA, Roorkee, Uttarakhand,4.3,,,,"₹ 1,95,000","8,00,000","18,00,000",AICTE 
249,Panipat Institute of Engineering & Technology,BCA,BCA, Panipat, Haryana,4.1,,,,"₹ 5,25,000",,"38,00,000","AICTE, PCI, UGC, NBA "
