,College Names,Degress,Course,City,State,Rating for 5,Rank,Total Rank,Year of Rank,Fees in Ruppes,Average Package,Highest Package,Approved
181,Nagindas  Khandwala College,B.Com,B.Com Banking And Insurance, Mumbai, Maharashtra,3.9,177,317,2025,"₹ 73,606",,"11,00,000","AICTE, UGC "
182,Dr. R. V. Arts and Science College,B.Com,B.Com Computer Applications, Coimbatore, Tamil Nadu,,178,317,2025,"₹ 1,08,000",,,UGC 
183,Lucknow Public College of Professional Studies,B.Com,B.Com, Lucknow, Uttar Pradesh,4,179,317,2025,"₹ 2,16,500","2,35,000","7,20,000",
184,ROOTS Collegium,B.Com,B.Com, Hyderabad, Telangana,4.2,180,317,2025,"₹ 18,150",,,
185,Mysore Makkala Koota and Sri Dharmasthala Manjunatheswara College for Women,B.Com,B.Com, Mysore, Karnataka,4.4,181,317,2025,"₹ 72,000",,,"AICTE, UGC "
186,Institute of Information Technology & Management,B.Com,B.Com {Hons.}, New Delhi, Delhi NCR,3.9,182,317,2025,"₹ 4,09,500","4,88,000","12,80,000",
187,Surana College,B.Com,B.Com, Bangalore, Karnataka,3.9,184,317,2025,"₹ 2,37,000","7,00,000","16,41,000","AICTE, UGC "
188,Kasturba Gandhi Degree and PG College for Women,B.Com,B.Com Tax Procedure And Practice, Secunderabad, Telangana,4.1,185,317,2025,"₹ 18,150","11,00,000","25,00,000",AICTE 
189,ICFAI University,B.Com,B.Com, Dimapur, Nagaland,3.7,187,317,2025,"₹ 1,00,000",,,"UGC, AIU "
190,The New College,B.Com,B.Com, Chennai, Tamil Nadu,4.1,188,317,2025,"₹ 5,500",,,
191,Dnyanprassarak Mandal's College of Arts Science Commerce Management Studies & Technology,B.Com,B.Com, Bardez, Goa,3.3,189,317,2025,"₹ 22,935",,,UGC 
192,Aisect College of Professional Studies,B.Com,B.Com, Indore, Madhya Pradesh,4.2,190,317,2025,"₹ 45,000",,,
193,Cauvery College for Women,B.Com,B.Com, Tiruchirappalli, Tamil Nadu,4.3,191,317,2025,"₹ 1,08,600",,,
194,ICFAI University,B.Com,B.Com {Hons.}, Ranchi, Jharkhand,3.7,192,317,2025,"₹ 1,00,000","6,75,000","9,32,000","UGC, AIU "
195,Nallamuthu Gounder Mahalingam College,B.Com,B.Com Computer Applications, Coimbatore, Tamil Nadu,4.3,193,317,2025,"₹ 3,363",,,
196,St Pious Degree College for Women,B.Com,B.Com Professional, Hyderabad, Telangana,4.3,194,317,2025,"₹ 18,150","4,20,000","10,00,000",UGC 
197,Sri Durga Malleswari Siddhartha Mahila Kalasala,B.Com,B.Com, Vijayawada, Andhra Pradesh,3.8,195,317,2025,"₹ 9,135",,,
198,MIT World Peace University,B.Com,B.Com {Hons.} Auditing & Taxation, Pune, Maharashtra,3.9,196,317,2025,"₹ 6,40,000","7,00,000","51,36,000","PCI, BCI, UGC "
199,Shri Shankarlal Sundarbai Shasun Jain College for Women,B.Com,B.Com, Chennai, Tamil Nadu,4.2,197,317,2025,"₹ 2,49,000","2,50,000","7,60,000",
200,Patrician College of Arts and science,B.Com,B.Com, Chennai, Tamil Nadu,4.2,198,317,2025,"₹ 2,05,770",,,
201,Poornima University,B.Com,B.Com, Jaipur, Rajasthan,4,199,317,2025,"₹ 1,57,500","4,01,000","13,13,000","COA, NCHMCT, UGC, AIU "
202,Maris Stella College,B.Com,B.Com {Hons.}, Vijayawada, Andhra Pradesh,4.1,200,317,2025,"₹ 8,868",,,AICTE 
203,Sir Parashurambhau College,B.Com,B.Com, Pune, Maharashtra,4,201,317,2025,"₹ 18,450",,,
204,Digboi College,B.Com,B.Com Accounting And Finance, Dibrugarh, Assam,3.9,202,317,2025,"₹ 31,450",,,UGC 
205,Nehru Arts and Science College,B.Com,B.Com Professional Accounting, Coimbatore, Tamil Nadu,4.2,203,317,2025,"₹ 2,22,000",,"10,00,000",
206,Raja Bahadur Venkat Rama Reddy Women's College,B.Com,B.Com Computer Applications, Hyderabad, Telangana,4.2,204,317,2025,"₹ 38,385","3,00,000","6,00,000",
207,Villa Marie College for Women,B.Com,B.Com, Hyderabad, Telangana,3.9,205,317,2025,"₹ 18,150",,"6,00,000",AICTE 
208,Maheshwari Girls P.G.  College,B.Com,B.Com Economic Administration And Financial Management, Jaipur, Rajasthan,4.8,206,317,2025,"₹ 70,000",,,
209,St Wilfred's PG College,B.Com,B.Com, Jaipur, Rajasthan,4,207,317,2025,"₹ 54,500",,,AICTE 
210,MIT Arts,B.Com,B.Com, Pune, Maharashtra,4,208,317,2025,"₹ 2,10,000","3,50,000","7,20,000",AICTE 
211,IPS Academy,B.Com,B.Com, Indore, Madhya Pradesh,3.8,209,317,2025,"₹ 1,26,300","6,82,000","4,00,00,000","NCTE, AICTE, COA, PCI, BCI "
212,Sri Ramakrishna Mission Vidyalaya College of Arts and Science,B.Com,B.Com Computer Applications, Coimbatore, Tamil Nadu,4.3,210,317,2025,"₹ 56,000",,,
213,Sardar Patel Mahavidyalaya,B.Com,B.Com Computer Applications, Chandrapur, Maharashtra,2.9,211,317,2025,"₹ 57,887",,,AICTE 
214,Murgaon Education Societys College of Arts and Commerce,B.Com,B.Com, North Goa, Goa,4.1,212,317,2025,"₹ 19,298",,,
215,Umiya Arts and Commerce College for Girls,B.Com,B.Com, Ahmedabad, Gujarat,4.2,214,317,2025,"₹ 3,600",,,
216,Chevalier T.Thomas Elizabeth College For Women,B.Com,B.Com, Chennai, Tamil Nadu,4.1,215,317,2025,"₹ 1,86,510",,"3,25,500",
217,Prestige Institute of Management and Research,B.Com,B.Com Computer Applications, Dewas, Madhya Pradesh,3.3,216,317,2025,"₹ 1,44,000","3,16,000","10,00,000",AICTE 
218,Dr. D.Y. Patil Arts,B.Com,B.Com, Pune, Maharashtra,4,217,317,2025,"₹ 1,15,200",,,
219,Thiagarajar College,B.Com,B.Com Professional Accounting, Madurai, Tamil Nadu,3.9,218,317,2025,"₹ 1,92,000",,"9,00,000",
220,KSR College of Arts and Science College (Autonomous),B.Com,B.Com Computer Applications, Namakkal, Tamil Nadu,4.1,219,317,2025,"₹ 90,000","1,80,000","14,00,000",
221,Maharishi Markandeshwar,B.Com,B.Com, Ambala, Haryana,4,220,317,2025,"₹ 2,73,497","6,00,000","42,00,000","DCI, AICTE, PCI, INC, MCI "
222,Fr. Agnel College of Arts and Commerce,B.Com,B.Com, North Goa, Goa,,221,317,2025,"₹ 20,180",,,UGC 
223,Abeda Inamdar Senior College,B.Com,B.Com, Pune, Maharashtra,3.9,222,317,2025,"₹ 27,215",,,"AICTE, UGC "
224,Punjab College of Technical Education,B.Com,B.Com {Hons.}, Ludhiana, Punjab,4,223,317,2025,"₹ 1,79,400","6,00,000","70,00,000",AICTE 
225,Sri G.V.G Visalakshi College for Women,B.Com,B.Com, Udumalaipettai, Tamil Nadu,4.7,224,317,2025,"₹ 69,000",,,
226,V.L.B. Janakiammal College of Arts and Science,B.Com,B.Com, Coimbatore, Tamil Nadu,3.7,225,317,2025,"₹ 72,000",,,"AICTE, UGC "
227,Muthayammal College of Arts and Science,B.Com,B.Com, Namakkal, Tamil Nadu,3.9,226,317,2025,"₹ 90,000",,,UGC 
228,Vels Institute of Science,B.Com,B.Com, Chennai, Tamil Nadu,3.9,227,317,2025,"₹ 3,21,000","4,50,000","12,00,000","NCTE, AICTE, PCI, BCI, UGC "
229,Kovai Kalaimagal College of Arts and Science,B.Com,B.Com, Coimbatore, Tamil Nadu,4.6,228,317,2025,"₹ 1,20,000","2,03,000","4,00,000",UGC 
230,Gobi Arts and Science College,B.Com,B.Com, Gobichettipalayam, Tamil Nadu,4,229,317,2025,"₹ 30,000","2,60,000","6,20,000",
231,Keshav Memorial Institute of Commerce and Sciences,B.Com,B.Com, Hyderabad, Telangana,4.2,230,317,2025,"₹ 30,140",,,
232,MES College of Arts,B.Com,B.Com Accountancy, Bangalore, Karnataka,3.7,231,317,2025,"₹ 63,054",,,UGC 
233,Sri Krishna Adithya College of Arts and Science,B.Com,B.Com, Coimbatore, Tamil Nadu,4.4,232,317,2025,"₹ 1,35,000","2,25,000","5,00,000",
234,Sonopant Dandekar Shikshan Mandali,B.Com,BAF, Palghar, Maharashtra,4.2,233,317,2025,"₹ 55,376",,,
235,Stani Memorial PG College,B.Com,B.Com Business Administration, Jaipur, Rajasthan,3.8,234,317,2025,"₹ 30,800",,,UGC 
236,Sri Kanyaka Parameswari Arts and Science College for Women,B.Com,B.Com, Chennai, Tamil Nadu,4.5,236,317,2025,"₹ 1,29,000",,,
237,Shri Nehru Maha Vidyalaya College of Arts and Science,B.Com,B.Com Computer Applications, Coimbatore, Tamil Nadu,4,237,317,2025,"₹ 1,62,000",,,AICTE 
238,Cauvery College,B.Com,B.Com, Virajpet, Karnataka,3.2,238,317,2025,"₹ 24,190",,,
239,Jyoti Nivas College Autonomous,B.Com,B.Com, Bangalore, Karnataka,4,239,317,2025,"₹ 2,95,905","4,00,000","7,00,000","AICTE, UGC "
240,Sikkim Manipal University,B.Com,B.Com {Hons.} Accounting And Finance, East Sikkim, Sikkim,4,240,317,2025,"₹ 1,79,050","6,48,000","54,00,000","AICTE, INC, MCI, UGC "
241,A.P.C. Mahalaxmi College for Women,B.Com,B.Com, Thoothukudi, Tamil Nadu,3.7,241,317,2025,"₹ 11,000",,,
242,St. Claret College,B.Com,B.Com, Bangalore, Karnataka,4.2,242,317,2025,"₹ 2,86,000","5,50,000","12,00,000","AICTE, UGC "
243,T John Institute of Management and Science,B.Com,B.Com, Bangalore, Karnataka,3.6,243,317,2025,"₹ 2,95,000",,"5,16,000",
244,St. Agnes College,B.Com,B.Com Professional, Mangalore, Karnataka,4.3,244,317,2025,"₹ 2,34,000",,"8,00,000",
245,Chanderprabhu Jain College of Higher Studies & School of Law,B.Com,B.Com, New Delhi, Delhi NCR,4,245,317,2025,"₹ 5,81,700","6,50,000","20,00,000","AICTE, BCI "
246,Sree Saraswathi Thyagaraja College,B.Com,B.Com Computer Applications, Pollachi, Tamil Nadu,4.2,246,317,2025,"₹ 1,26,000","2,40,000","7,00,000","AICTE, NBA "
247,Impact College of Science & Technology,B.Com,B.Com {Hons.}, Rampur, Uttar Pradesh,4.6,247,317,2025,"₹ 36,000",,,"NCTE, UGC "
248,Theivanai Ammal Women,B.Com,B.Com, Viluppuram, Tamil Nadu,3.8,248,317,2025,"₹ 1,49,100","5,00,000","8,36,000",
249,Bhairab Ganguly College,B.Com,B.Com {Hons.}, Kolkata, West Bengal,3.9,249,317,2025,"₹ 26,335",,,
250,Jagran Lakecity University,B.Com,B.Com {Hons.} Accounting, Bhopal, Madhya Pradesh,4.1,250,317,2025,"₹ 3,05,000",,"12,00,000","NCTE, AICTE, COA, BCI, UGC "
251,St.Wilfred’s College of Arts,B.Com,B.Com Banking & Finance, Panvel, Maharashtra,,251,317,2025,"₹ 81,000",,,
252,Shri. Chetan Manju Desai College,B.Com,B.Com Cost Accountancy, Cancona, Goa,,252,317,2025,"₹ 22,915",,,
253,Career College,B.Com,B.Com, Bhopal, Madhya Pradesh,4,253,317,2025,"₹ 1,29,000",,"8,00,000","AICTE, UGC "
254,Alva's College Moodubidire,B.Com,B.Com, Dakshin Kannada, Karnataka,4.4,254,317,2025,"₹ 21,190",,,
255,REVA University,B.Com,B.Com, Bangalore, Karnataka,4.2,255,317,2025,"₹ 6,00,000",,"45,50,000","AICTE, COA, BCI, UGC "
256,Avanthi Degree & P.G. College,B.Com,B.Com {Hons.}, Hyderabad, Telangana,4,256,317,2025,"₹ 1,35,000",,,AICTE 
257,St Xavier's College,B.Com,B.Com Business Process Services, Ahmedabad, Gujarat,4.1,257,317,2025,"₹ 2,14,500",,,UGC 
258,Bon Secours College for Women,B.Com,B.Com Computer Applications, Thanjavur, Tamil Nadu,4.3,258,317,2025,"₹ 76,000",,,
259,Vidya Institute of Creative Teaching,B.Com,B.Com, Meerut, Uttar Pradesh,3.6,259,317,2025,"₹ 1,35,000",,,NCTE 
260,DAV Centenary College,B.Com,B.Com, Faridabad, Haryana,3.7,260,317,2025,"₹ 39,987",,,AICTE 
261,Himalayan Institute of Technology,B.Com,B.Com {Hons.}, Dehradun, Uttarakhand,4.2,261,317,2025,"₹ 2,26,000","10,65,000","26,43,000","AICTE, UGC "
262,Amrapali University,B.Com,B.Com {Hons.} Corporate Finance, Haldwani, Uttarakhand,4.2,262,317,2025,,"5,72,000","9,00,000","AICTE, UGC "
263,IMS Unison University,B.Com,B.Com {Hons.}, Dehradun, Uttarakhand,4,263,317,2025,"₹ 4,53,500",,"41,62,000","AICTE, BCI, UGC, AIU "
264,Nehru Memorial College,B.Com,B.Com Computer Applications, Tiruchirappalli, Tamil Nadu,4.5,264,317,2025,"₹ 20,515",,,UGC 
265,Rambha Group of Institutions,B.Com,B.Com {Hons.}, Jamshedpur, Jharkhand,,265,317,2025,"₹ 40,000",,,"NCTE, AICTE, PCI, INC, BCI "
266,St Wilfreds College for Girls,B.Com,B.Com, Jaipur, Rajasthan,3.6,266,317,2025,"₹ 88,500","2,75,000",,
267,Parishkar College Of Global Excellence (Autonomous),B.Com,B.Com Economic Administration And Financial Management, Jaipur, Rajasthan,3.6,267,317,2025,"₹ 90,000","12,25,000","90,00,000",UGC 
268,Vivekanandha College of Arts and Sciences for Women,B.Com,B.Com, Namakkal, Tamil Nadu,4.4,268,317,2025,"₹ 99,000","2,59,000","5,00,000",AICTE 
269,K.S.G. College of Arts and Science,B.Com,B.Com Computer Applications, Coimbatore, Tamil Nadu,4.2,269,317,2025,"₹ 1,08,000","1,60,000","4,00,000",UGC 
270,Mar Athanasius College,B.Com,B.Com, Kothamangalam, Kerala,4.1,270,317,2025,"₹ 68,845",,,
271,St Thomas' College,B.Com,B.Com Finance, Thrissur, Kerala,4,271,317,2025,"₹ 6,125",,,"MCI, UGC "
272,Jagiroad College,B.Com,B.Com, Marigaon, Assam,3.9,272,317,2025,"₹ 17,400",,,
273,Kumaraguru College of Liberal Arts and Science,B.Com,B.Com, Coimbatore, Tamil Nadu,4.3,273,317,2025,"₹ 4,50,000",,,UGC 
274,Chandigarh Business School of Administration   Landran,B.Com,B.Com {Hons.}, Mohali, Punjab,4.1,274,317,2025,"₹ 1,90,400","4,00,000","18,00,000","AICTE, UGC "
275,Ramniranjan Jhunjhunwala College,B.Com,B.Com Banking And Insurance, Mumbai, Maharashtra,4.1,275,317,2025,"₹ 91,105","2,40,000","12,41,000",UGC 
276,Avinash College of Commerce,B.Com,B.Com, Hyderabad, Telangana,3.9,276,317,2025,"₹ 1,20,000","3,00,000","5,00,000",UGC 
277,Sree Narayana Guru College,B.Com,B.Com Computer Applications, Coimbatore, Tamil Nadu,3.7,277,317,2025,"₹ 1,11,000",,,UGC 
278,RayatBahra Institute of Management,B.Com,B.Com, Hoshiarpur, Punjab,4.1,278,317,2025,"₹ 1,90,400","2,50,000","4,50,000",AICTE 
279,Nazareth College of Arts & Science,B.Com,B.Com Corporate Secretaryship, Avadi, Tamil Nadu,2.9,279,317,2025,"₹ 60,000",,,
280,Holy Cross College (Autonomous),B.Com,B.Com, Nagercoil, Tamil Nadu,4.2,280,317,2025,"₹ 24,000",,,
281,Government College (Autonomous),B.Com,B.Com Computer Applications, Anantapur, Andhra Pradesh,4,281,317,2025,"₹ 38,020",,,"AICTE, UGC, MHRD "
282,JKC College,B.Com,B.Com Computer Applications, Guntur, Andhra Pradesh,4.2,282,317,2025,"₹ 64,200","4,00,000","20,00,000","AICTE, UGC "
283,Sanskriti College,B.Com,B.Com, Jaipur, Rajasthan,3.3,284,317,2025,"₹ 1,35,900",,,
284,K.S.R. College of Arts and Science for Women,B.Com,B.Com Computer Applications, Tiruchengodu, Tamil Nadu,4.2,285,317,2025,"₹ 1,56,000",,,
285,DG Vaishnav College,B.Com,B.Com, Chennai, Tamil Nadu,3.9,286,317,2025,,"6,72,000","9,45,000",UGC 
286,DAV College For Women,B.Com,B.Com, Firozpur, Punjab,,287,317,2025,"₹ 1,21,719",,,
287,SAGE University,B.Com,B.Com {Hons.} International Accounting and Finance, Indore, Madhya Pradesh,3.9,288,317,2025,"₹ 2,49,200","3,60,000","30,00,000","AICTE, COA, PCI, BCI, UGC "
288,Government College (Autonomous),B.Com,B.Com Banking Finance Service and Insurance, Rajahmundhry, Andhra Pradesh,4.4,289,317,2025,"₹ 27,480",,,
289,Vel Tech Ranga Sanku Arts College,B.Com,B.Com, Chennai, Tamil Nadu,3.3,290,317,2025,"₹ 45,000",,"7,36,000",AICTE 
290,Thanthai Hans Roever College,B.Com,B.Com, Perambalur, Tamil Nadu,3.8,291,317,2025,"₹ 75,000","2,41,000","2,76,000",
291,Annai Violet Arts and Science College,B.Com,B.Com Accounting And Finance, Chennai, Tamil Nadu,3.7,292,317,2025,"₹ 96,000",,,AICTE 
292,Km Mayawati Government Girls PG College,B.Com,B.Com, Gautam Budh Nagar, Uttar Pradesh,,293,317,2025,"₹ 5,540",,,UGC 
293,PB Siddhartha College Arts and Science,B.Com,B.Com, Vijayawada, Andhra Pradesh,4.1,294,317,2025,"₹ 75,000",,"6,00,000","AICTE, UGC "
294,Bishop Appasamy College of Arts and Science,B.Com,B.Com Computer Applications, Coimbatore, Tamil Nadu,3.9,295,317,2025,"₹ 84,000",,,"AICTE, UGC "
295,Sunbeam College for Women,B.Com,B.Com, Varanasi, Uttar Pradesh,3.7,296,317,2025,"₹ 1,76,270","4,00,000","12,00,000",UGC 
296,Institute of Innovation in Technology and Management,B.Com,B.Com {Hons.}, New Delhi, Delhi NCR,3.9,297,317,2025,"₹ 5,45,200",,"11,00,000",AICTE 
297,Soundarya Institute of Management and Science,B.Com,B.Com, Bangalore, Karnataka,4,298,317,2025,"₹ 1,85,000","6,12,000","12,50,000","AICTE, UGC "
298,Vellalar College for Women,B.Com,B.Com, Erode, Tamil Nadu,4.1,299,317,2025,"₹ 2,968",,,"AICTE, UGC "
299,Dr. B.R. Ambedkar Open University,B.Com,B.Com, Hyderabad, Telangana,4.2,300,317,2025,"₹ 9,200",,,UGC 
300,Periyar Maniammai Institute of Science and Technology,B.Com,B.Com, Thanjavur, Tamil Nadu,4,301,317,2025,"₹ 1,16,000",,"3,84,000","AICTE, COA, UGC "
301,RVS College of Arts and Science,B.Com,B.Com Computer Applications, Coimbatore, Tamil Nadu,4,302,317,2025,"₹ 66,000","2,50,000","10,00,000","AICTE, UGC "
302,Seshadripuram First Grade College,B.Com,B.Com, Bangalore, Karnataka,4.2,303,317,2025,"₹ 72,000","2,92,000","7,36,000",UGC 
303,Government Arts College,B.Com,B.Com, Salem, Tamil Nadu,4.2,304,317,2025,"₹ 2,945",,,UGC 
304,Shree Chandraprabhu Jain College Minjur,B.Com,B.Com Accounting And Finance, Mambalam, Tamil Nadu,3.9,305,317,2025,"₹ 69,000",,,
305,Arka Jain University,B.Com,B.Com {Hons.}, Jamshedpur, Jharkhand,4,306,317,2025,"₹ 1,92,000","3,20,000","23,00,000","AICTE, PCI, INC, BCI, UGC "
306,St. Pauls College,B.Com,B.Com, Bangalore, Karnataka,3.7,307,317,2025,"₹ 1,38,000",,,
307,SS Jain Subodh PG Mahila Mahavidyalaya,B.Com,B.Com Business Administration, Jaipur, Rajasthan,3.9,308,317,2025,"₹ 56,550",,,NCTE 
308,J.P. College of Arts and Science,B.Com,B.Com Computer Applications, Tenkasi, Tamil Nadu,4.1,309,317,2025,"₹ 8,925",,,AICTE 
309,St. Paul's Degree and PG College,B.Com,B.Com Computer Applications, Hyderabad, Telangana,2.6,311,317,2025,"₹ 1,47,000",,,
