,College Names,Degress,Course,City,State,Rating for 5,Rank,Total Rank,Year of Rank,Fees in Ruppes,Average Package,Highest Package,Approved
264,Dr. Ambedkar Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Bangalore, Karnataka,3.7,308,500,2025,"₹ 1,99,180",,"19,75,000","AICTE, UGC, NBA "
265,Ramdeobaba University,M.Tech,M.Tech Computer Science And Engineering, Nagpur, Maharashtra,4.1,309,500,2025,"₹ 3,19,087","6,90,000","51,00,000","AICTE, NBA "
266,D. Y. Patil College of Engineering,M.Tech,M.Tech Automation & Robotics, Pune, Maharashtra,3.9,312,500,2025,"₹ 1,94,014","8,00,000","52,00,000","AICTE, NBA "
267,SDM College of Engineering and Technology,M.Tech,M.Tech Computer Aided Design Of Structures, Dharwad, Karnataka,4.1,313,500,2025,"₹ 2,04,200","6,59,000","43,94,000","AICTE, NBA "
268,Sathyabama Institute of Science and Technology,M.Tech,ME Structural Engineering, Chennai, Tamil Nadu,3.9,314,500,2025,"₹ 2,40,000","5,57,000","41,20,000","DCI, AICTE, COA, PCI, INC "
269,Government College of Engineering,M.Tech,ME Structural Engineering, Aurangabad, Maharashtra,3.9,315,500,2025,"₹ 1,61,934","5,80,000","11,50,000",AICTE 
270,National Institute of Food Technology Entrepreneurship and Management,M.Tech,M.Tech Food Safety and Quality Management, Sonepat, Haryana,4,316,500,2025,"₹ 4,06,670",,"18,00,000","AICTE, UGC "
271,M.S. Ramaiah University of Applied Sciences,M.Tech,M.Tech VLSI and Nanotechnology, Bangalore, Karnataka,4,317,500,2025,"₹ 4,26,000","7,00,000","52,00,000","DCI, AICTE, PCI, BCI, UGC "
272,KIET Deemed To Be University,M.Tech,M.Tech Computer Science And Engineering, Ghaziabad, Uttar Pradesh,4.1,318,500,2025,"₹ 3,65,000","5,44,000","60,00,000","AICTE, PCI, UGC, NBA "
273,Thakur College of Engineering and Technology,M.Tech,ME Computer Engineering, Mumbai, Maharashtra,4,319,500,2025,"₹ 1,00,000","7,65,000","21,00,000","AICTE, NBA "
274,Vidyavardhaka College of Engineering,M.Tech,M.Tech Electronics And Communication Engineering, Mysore, Karnataka,4.1,320,500,2025,"₹ 1,75,860",,"41,30,000","AICTE, UGC, NBA "
275,CMR Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Bangalore, Karnataka,4,321,500,2025,"₹ 1,27,800","6,99,000","44,10,000","AICTE, NBA "
276,DY Patil International University,M.Tech,M.Tech Quantum Computing, Pune, Maharashtra,4.1,322,500,2025,"₹ 2,40,000","7,00,000","33,00,000","AICTE, UGC, AIU "
277,Puducherry Technological University,M.Tech,M.Tech Data Science, Pondicherry, Puducherry,3.8,323,500,2025,"₹ 98,600","4,00,000","10,00,000",AICTE 
278,International Institute of Information Technology,M.Tech,M.Tech Computer Engineering, Pune, Maharashtra,3.8,324,500,2025,"₹ 2,00,000",,"28,00,000","AICTE, UGC, NBA "
279,Government Sri Krishnarajendra Silver Jubilee Technological Institute,M.Tech,M.Tech Textile Technology, Bangalore, Karnataka,3.6,325,500,2025,"₹ 1,50,910",,,"AICTE, NBA "
280,REVA University,M.Tech,M.Tech Cyber Security, Bangalore, Karnataka,4.2,326,500,2025,"₹ 1,82,000",,"45,50,000","AICTE, COA, BCI, UGC "
281,G L Bajaj Institute of Technology and Management,M.Tech,M.Tech Computer Science And Engineering, Greater Noida, Uttar Pradesh,3.9,327,500,2025,"₹ 2,10,900","7,35,000","58,00,000","AICTE, BCI, NBA "
282,Government College of Engineering,M.Tech,M.Tech Electrical Power Engineering, Amravati, Maharashtra,3.7,328,500,2025,"₹ 1,72,661","5,65,000","26,50,000","AICTE, NBA "
283,Acharya Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Bangalore, Karnataka,4.1,329,500,2025,"₹ 1,38,600","6,00,000","65,00,000","AICTE, NBA "
284,Government College of Engineering,M.Tech,M.Tech Design Engineering, Satara, Maharashtra,3.9,330,500,2025,"₹ 1,70,483","5,61,000","18,00,000","AICTE, NBA "
285,Malnad College of Engineering,M.Tech,M.Tech Artificial Intelligence & Data Science, Hassan, Karnataka,4,331,500,2025,"₹ 1,38,600",,"12,50,000","AICTE, UGC, NBA "
286,Sahyadri College of Engineering & Management (SCEM),M.Tech,M.Tech Computer Science And Engineering, Mangalore, Karnataka,4.1,332,500,2025,"₹ 1,38,600","4,00,000","40,00,000","AICTE, NBA "
287,BGS & SJB Group of Institutions,M.Tech,M.Tech Structural Engineering, Bangalore, Karnataka,3.8,335,500,2025,"₹ 1,38,600","5,52,000","27,00,000","AICTE, NBA "
288,Woxsen University,M.Tech,M.Tech Artificial Intelligence and Machine Learning, Hyderabad, Telangana,4.2,336,500,2025,"₹ 9,80,000","9,90,000","24,00,000","COA, BCI, AACSB, AMBA "
289,Sri Siddhartha Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Tumkur, Karnataka,4,337,500,2025,"₹ 80,000",,"12,00,000","AICTE, NBA "
290,Vidyalankar Institute of Technology,M.Tech,ME Computer Engineering, Mumbai, Maharashtra,4.2,338,500,2025,"₹ 98,000","12,96,000","37,50,000",AICTE 
291,KLE Dr. M.S.Sheshgiri College of Engineering & Technology,M.Tech,M.Tech Structural Engineering, Belgaum, Karnataka,3.9,339,500,2025,"₹ 1,93,570",,"34,00,000","AICTE, NBA "
292,University of Lucknow,M.Tech,M.Tech Artificial Intelligence, Lucknow, Uttar Pradesh,3.8,340,500,2025,"₹ 2,46,050","8,25,000","26,00,000","AICTE, UGC "
293,JSPM'S Rajarshi Shahu College of Engineering   Tathawade,M.Tech,M.Tech Computer Engineering, Pune, Maharashtra,3.9,341,500,2025,"₹ 2,27,218",,"30,00,000","AICTE, NBA "
294,PES College of Engineering,M.Tech,M.Tech Computer Aided Design, Mandya, Karnataka,3.9,343,500,2025,"₹ 1,80,030","5,30,000","14,50,000","AICTE, NBA "
295,Global Academy of Technology,M.Tech,M.Tech Computer Science And Engineering, Bangalore, Karnataka,3.9,347,500,2025,"₹ 1,38,600","5,17,000","22,00,000","AICTE, NBA "
296,Sanskriti University,M.Tech,M.Tech Computer Science And Engineering, Mathura, Uttar Pradesh,3.8,348,500,2025,"₹ 1,30,000","6,20,000","1,40,00,000","NCTE, RCI, PCI, BCI, ICAR "
297,MIT Academy of Engineering,M.Tech,M.Tech Mechanical Engineering, Pune, Maharashtra,3.8,349,500,2025,"₹ 1,92,590","6,10,000","28,00,000","AICTE, UGC, NBA "
298,MVJ College of Engineering,M.Tech,M.Tech Electronics And Communication Engineering, Bangalore, Karnataka,3.8,350,500,2025,"₹ 2,12,000",,"27,70,000","AICTE, UGC, NBA "
299,GSSS Institute of Engineering and Technology for Women,M.Tech,M.Tech Computer Science And Engineering, Mysore, Karnataka,4.3,352,500,2025,"₹ 2,15,220","6,80,000","34,00,000","AICTE, NBA "
300,University BDT College of Engineering,M.Tech,M.Tech Power Systems And Power Electronics, Davanagere, Karnataka,3.5,353,500,2025,"₹ 1,60,220",,,"AICTE, NBA "
301,AISSMS College of Engineering,M.Tech,ME Artificial Intelligence and Data Science, Pune, Maharashtra,4.1,355,500,2025,"₹ 2,21,270","4,50,000","45,00,000",AICTE 
302,Sri Manakula Vinayagar Engineering College,M.Tech,M.Tech Electronics And Communication Engineering, Pondicherry, Puducherry,3.9,356,500,2025,"₹ 1,77,800",,"10,00,000","AICTE, NBA "
303,Sapthagiri NPS University,M.Tech,M.Tech Computer Science And Engineering, Bangalore, Karnataka,3.6,357,500,2025,"₹ 2,00,000","6,00,000","35,00,000","AICTE, UGC, NBA "
304,Cambridge Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Bangalore, Karnataka,4.1,358,500,2025,"₹ 1,38,600","12,00,000","53,20,000","AICTE, UGC, NBA "
305,Fr. Conceicao Rodrigues College of Engineering,M.Tech,M.Tech Computer Engineering, Mumbai, Maharashtra,4,359,500,2025,"₹ 2,45,600","6,30,000","22,00,000","AICTE, NBA "
306,Basaveshwar Engineering College,M.Tech,M.Tech Geotechnical Engineering, Bagalkot, Karnataka,3.8,360,500,2025,"₹ 1,50,910",,,"AICTE, NBA "
307,Dr. D. Y. Patil Institute of Technology   Pimpri,M.Tech,ME Computer Engineering, Pune, Maharashtra,3.9,362,500,2025,"₹ 2,00,000",,"4,78,000",AICTE 
308,Bhilai Institute of Technology,M.Tech,M.Tech Data Science, Durg, Chhattisgarh,3.6,363,500,2025,"₹ 1,43,250",,,"AICTE, NBA "
309,Bapuji Institute of Engineering and Technology,M.Tech,M.Tech Sensor Technology and Internet of Things, Davanagere, Karnataka,3.8,365,500,2025,"₹ 1,70,000","4,97,000","30,00,000","AICTE, UGC, NBA "
310,Government College of Engineering,M.Tech,M.Tech, Nagpur, Maharashtra,3.8,366,500,2025,"₹ 1,97,967","5,77,000","9,50,000",AICTE 
311,Jawaharlal Nehru National College of Engineering,M.Tech,M.Tech Computer Science And Engineering, Shimoga, Karnataka,3.7,367,500,2025,"₹ 2,36,810",,"24,00,000","AICTE, NBA "
312,Dayananda Sagar University,M.Tech,M.Tech Embedded Systems, Bangalore, Karnataka,4.1,368,500,2025,"₹ 3,24,000","5,52,000","35,00,000","AICTE, PCI, INC, BCI, UGC "
313,Visvesvaraya Technological University,M.Tech,M.Tech Artificial Intelligence & Data Science, Belgaum, Karnataka,3.7,371,500,2025,"₹ 1,76,520",,"5,40,000","AICTE, UGC "
314,AISSMS Institute of Information Technology,M.Tech,M.Tech Electrical Engineering, Pune, Maharashtra,4,372,500,2025,"₹ 1,32,000","4,50,000","14,00,000",AICTE 
315,Manakula Vinayagar Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Pondicherry, Puducherry,3.7,373,500,2025,"₹ 90,000","3,00,000","7,00,000","AICTE, NBA "
316,Mangalore Institute of Technology and Engineering,M.Tech,M.Tech Computer Science And Engineering, Mangalore, Karnataka,4.1,375,500,2025,"₹ 1,50,910",,"50,00,000",AICTE 
317,Laxminarayan Institute of Technology,M.Tech,M.Tech Chemical Engineering, Nagpur, Maharashtra,3.8,377,500,2025,"₹ 3,00,000","3,50,000","8,00,000","AICTE, UGC, NBA "
318,Gurukul Vidyapeeth,M.Tech,M.Tech Mechanical Engineering, Chandigarh, Chandigarh,1.8,,,,"₹ 1,59,800",,,AICTE 
319,PDA College of Engineering,M.Tech,M.Tech Production Engineering, Gulbarga, Karnataka,3.7,379,500,2025,"₹ 1,38,600",,"6,00,000","AICTE, UGC, NBA "
