,College Names,Degress,Course,City,State,Rating for 5,Rank,Total Rank,Year of Rank,Fees in Ruppes,Average Package,Highest Package,Approved
0,IIT Bombay  Indian Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Mumbai, Maharashtra,4.4,1,500,2025,"₹ 1,23,500","23,50,000","1,00,00,000","AICTE, UGC "
1,IIT Delhi  Indian Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, New Delhi, Delhi NCR,4.3,2,500,2025,"₹ 3,80,600","25,82,000","2,00,00,000",
2,IIT Madras  Indian Institute of Technology,M.Tech,M.Tech Web-Enabled, Chennai, Tamil Nadu,4.3,3,500,2025,"₹ 1,81,834","21,48,000","4,30,00,000",AICTE 
3,IIT Kanpur  Indian Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Kanpur, Uttar Pradesh,4.4,4,500,2025,"₹ 84,040","17,20,000","2,50,00,000",UGC 
4,IIT Kharagpur  Indian Institute of Technology,M.Tech,M.Tech Computer Science And Data Processing, Kharagpur, West Bengal,4.4,5,500,2025,"₹ 63,800","24,30,000","2,44,00,000","AICTE, UGC, NBA "
5,IIT Roorkee  Indian Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Roorkee, Uttarakhand,4.3,6,500,2025,"₹ 65,200","18,34,000","1,50,00,000","AICTE, UGC "
6,IIT Guwahati  Indian Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Guwahati, Assam,4.3,7,500,2025,"₹ 1,23,700","25,21,000","1,25,00,000","AICTE, UGC "
7,BITS Pilani,M.Tech,ME Computer Science And Engineering, Pilani, Rajasthan,4.4,8,500,2025,"₹ 12,12,175","22,00,000","1,46,68,000",UGC 
8,IIT Hyderabad  Indian Institute of Technology,M.Tech,M.Tech Artificial Intelligence, Hyderabad, Telangana,4.3,9,500,2025,"₹ 2,86,376","20,81,000","66,13,000","AICTE, UGC "
9,IIT BHU  Indian Institute of Technology,M.Tech,M.Tech Analytics and Decision Sciences, Varanasi, Uttar Pradesh,4.3,10,500,2025,"₹ 62,380","29,00,000","1,67,00,000",UGC 
10,NIT Trichy,M.Tech,M.Tech Industrial Automation, Tiruchirappalli, Tamil Nadu,4.1,11,500,2025,"₹ 2,40,100","16,43,000","64,00,000","AICTE, UGC, MHRD "
11,National Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Surathkal, Karnataka,4.2,12,500,2025,"₹ 2,47,040","24,56,000","55,00,000","AICTE, UGC, NBA "
12,ISM Dhanbad  Indian Institute of Technology,M.Tech,M.Tech Data Analytics, Dhanbad, Jharkhand,4.3,13,500,2025,"₹ 1,27,936","20,61,000","66,14,000","AICTE, UGC "
13,NIT Warangal,M.Tech,M.Tech Computer Science And Engineering, Warangal, Telangana,4.1,14,500,2025,"₹ 2,97,500","13,30,000","64,63,000","AICTE, UGC, NBA, MHRD "
14,International Institute of Information Technology,M.Tech,M.Tech Computer Science And Engineering, Hyderabad, Telangana,4.1,15,500,2025,"₹ 9,00,000","33,96,000","1,28,00,000","AICTE, BCI, UGC "
15,Indian Institute of Science,M.Tech,M.Tech Artificial Intelligence, Bangalore, Karnataka,4.4,16,500,2025,"₹ 56,600","28,00,000","85,00,000",UGC 
16,IIT Mandi Indian Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Mandi, Himachal Pradesh,4.1,17,500,2025,"₹ 61,000","25,23,000","65,00,000",AICTE 
17,IIT Patna  Indian Institute of Technology,M.Tech,M.Tech Artificial Intelligence, Patna, Bihar,4.2,18,500,2025,"₹ 1,87,250","24,56,000","59,00,000",UGC 
18,IIT Gandhinagar  Indian Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Gandhinagar, Gujarat,4.3,19,500,2025,"₹ 24,00,000","15,35,000","62,00,000","AICTE, UGC "
19,MNNIT Allahabad  Motilal Nehru National Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Allahabad, Uttar Pradesh,4.2,20,500,2025,"₹ 1,40,000","20,43,000","72,00,000",AICTE 
20,IIT Jodhpur  Indian Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Jodhpur, Rajasthan,4.4,21,500,2025,"₹ 1,46,800","17,56,000","53,00,000",AICTE 
21,Netaji Subhas University of Technology,M.Tech,M.Tech Computer Science And Engineering, New Delhi, Delhi NCR,3.7,22,500,2025,"₹ 3,46,500","16,78,000","65,00,000","AICTE, UGC, NBA "
22,Indian Institute of Information Technology,M.Tech,M.Tech + Ph.D. Information Technology + Network and Security, Allahabad, Uttar Pradesh,4.3,23,500,2025,"₹ 8,27,290","33,00,000","1,21,00,000","AICTE, UGC "
23,National Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Calicut, Kerala,4,24,500,2025,"₹ 5,98,000","13,39,000","56,59,000","AICTE, UGC "
24,International Institute of Information Technology,M.Tech,M.Tech Computer Science And Engineering, Bangalore, Karnataka,4.2,25,500,2025,"₹ 9,39,000","21,80,000","65,00,000","AICTE, UGC "
25,Birla Institute of Technology and Science,M.Tech,ME Computer Science And Engineering, South Goa, Goa,4.3,26,500,2025,"₹ 11,46,775","17,00,000","20,75,099",UGC 
26,Birla Institute of Technology and Science,M.Tech,ME Computer Science And Engineering, Hyderabad, Telangana,4.5,27,500,2025,"₹ 11,46,775","20,77,914","1,00,00,000","AICTE, UGC "
27,National Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Rourkela, Odisha,4.1,28,500,2025,"₹ 2,08,500","13,81,000","62,44,000","AICTE, UGC, MHRD "
28,IIT Bhubaneswar  Indian Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Bhubaneswar, Odisha,4.1,29,500,2025,"₹ 80,280","16,98,000","67,60,000",AICTE 
29,Delhi Technological University,M.Tech,M.Tech Computer Science And Engineering, New Delhi, Delhi NCR,4.2,30,500,2025,"₹ 2,50,000","15,45,000","85,30,000","UGC, NBA "
30,IIT Jodhpur  Indian Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Jodhpur, Rajasthan,4.4,21,500,2025,"₹ 1,46,800","17,56,000","53,00,000",AICTE 
31,Netaji Subhas University of Technology,M.Tech,M.Tech Computer Science And Engineering, New Delhi, Delhi NCR,3.7,22,500,2025,"₹ 3,46,500","16,78,000","65,00,000","AICTE, UGC, NBA "
32,Indian Institute of Information Technology,M.Tech,M.Tech + Ph.D. Information Technology + Network and Security, Allahabad, Uttar Pradesh,4.3,23,500,2025,"₹ 8,27,290","33,00,000","1,21,00,000","AICTE, UGC "
33,National Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Calicut, Kerala,4,24,500,2025,"₹ 5,98,000","13,39,000","56,59,000","AICTE, UGC "
34,International Institute of Information Technology,M.Tech,M.Tech Computer Science And Engineering, Bangalore, Karnataka,4.2,25,500,2025,"₹ 9,39,000","21,80,000","65,00,000","AICTE, UGC "
35,Birla Institute of Technology and Science,M.Tech,ME Computer Science And Engineering, South Goa, Goa,4.3,26,500,2025,"₹ 11,46,775","17,00,000","20,75,099",UGC 
36,Birla Institute of Technology and Science,M.Tech,ME Computer Science And Engineering, Hyderabad, Telangana,4.5,27,500,2025,"₹ 11,46,775","20,77,914","1,00,00,000","AICTE, UGC "
37,National Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Rourkela, Odisha,4.1,28,500,2025,"₹ 2,08,500","13,81,000","62,44,000","AICTE, UGC, MHRD "
38,IIT Bhubaneswar  Indian Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Bhubaneswar, Odisha,4.1,29,500,2025,"₹ 80,280","16,98,000","67,60,000",AICTE 
39,Delhi Technological University,M.Tech,M.Tech Computer Science And Engineering, New Delhi, Delhi NCR,4.2,30,500,2025,"₹ 2,50,000","15,45,000","85,30,000","UGC, NBA "
40,Indraprastha Institute of Information Technology,M.Tech,M.Tech Computer Science And Engineering, New Delhi, Delhi NCR,4.2,31,500,2025,"₹ 6,00,000","20,69,000","51,31,000","AICTE, NBA "
41,Visvesvaraya National Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Nagpur, Maharashtra,4.1,32,500,2025,"₹ 3,41,230","10,70,000","64,00,000",UGC 
42,Indian Institute of Information Technology,M.Tech,M.Tech Computer Science And Engineering, Lucknow, Uttar Pradesh,4.2,33,500,2025,"₹ 5,20,900","33,71,000","1,45,00,000",MHRD 
43,IIT Indore  Indian Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Indore, Madhya Pradesh,4.2,34,500,2025,"₹ 2,55,080","23,91,000","1,37,00,000",AICTE 
44,IIT Ropar  Indian Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Ropar, Punjab,4.3,35,500,2025,"₹ 2,24,530","23,91,393","65,75,613",MHRD 
45,IIT Tirupati  Indian Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Tirupati, Andhra Pradesh,4.2,36,500,2025,"₹ 60,820","15,54,000","41,64,000","AICTE, UGC "
46,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,M.Tech,M.Tech Wireless Networks & Applications, Gwalior, Madhya Pradesh,3.9,37,500,2025,"₹ 1,81,750","27,23,000","67,50,000",
47,IIT Goa  Indian Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Ponda, Goa,4.2,38,500,2025,"₹ 75,384","18,85,000","60,00,000",UGC 
48,National Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, New Delhi, Delhi NCR,3.8,39,500,2025,"₹ 2,59,700","16,81,000","58,50,000","AICTE, UGC "
49,Malaviya National Institute of Technology,M.Tech,M.Tech Vlsi Design, Jaipur, Rajasthan,4.2,40,500,2025,"₹ 2,36,974","13,20,000","64,00,000","AICTE, NBA, MHRD "
50,Sardar Vallabhbhai National Institute of Technology,M.Tech,M.Tech Data Science, Surat, Gujarat,4,41,500,2025,"₹ 3,20,000","8,12,000","62,00,000",UGC 
51,IIT Dharwad  Indian Institute of Technology,M.Tech,Ex.M.Tech Artificial Intelligence and Data Science, Dharwad, Karnataka,4.3,42,500,2025,,"12,63,000","52,00,000",UGC 
52,National Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Jamshedpur, Jharkhand,4,43,500,2025,"₹ 2,20,000","12,63,000","82,00,000","AICTE, MHRD "
53,National Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Durgapur, West Bengal,4.3,44,500,2025,"₹ 2,72,900","12,61,000","80,00,000","AICTE, UGC "
54,Jadavpur University,M.Tech,M.Tech Computer Technology, Kolkata, West Bengal,4.3,45,500,2025,"₹ 2,24,000",,"40,00,000","NCTE, AICTE, COA, UGC, NBA "
55,College of Engineering,M.Tech,ME Engineering Design, Chennai, Tamil Nadu,4.2,46,500,2025,"₹ 2,52,110",,,AICTE 
56,Defence Institute of Advanced Technology,M.Tech,M.Tech Cyber Security, Pune, Maharashtra,4.3,47,500,2025,"₹ 2,26,000","9,02,000","18,00,000","AICTE, UGC, NBA "
57,IIT Jammu  Indian Institute of Technology,M.Tech,M.Tech Vlsi Design, Jammu, Jammu and Kashmir,4.2,48,500,2025,"₹ 1,03,320","15,50,000","53,00,000","AICTE, MHRD "
58,IIT Palakkad  Indian Institute of Technology,M.Tech,M.Tech Data Science, Palakkad, Kerala,4.3,49,500,2025,"₹ 70,080","13,89,000","47,12,000",MHRD 
59,Vellore Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Vellore, Tamil Nadu,4.1,50,500,2025,"₹ 3,83,000","9,90,000","1,00,00,000","AICTE, UGC, MHRD, ACCA "
60,Punjab Engineering College University of Technology,M.Tech,M.Tech Computer Science And Engineering, Chandigarh, Chandigarh,4,51,500,2025,"₹ 2,13,000","13,61,000","61,03,000","AICTE, UGC "
61,Maulana Azad National Institute of Technology,M.Tech,M.Tech Artificial Intelligence, Bhopal, Madhya Pradesh,4,52,500,2025,"₹ 1,89,200","14,82,000","56,00,000","AICTE, NBA "
62,IIT Bhilai  Indian Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Bhilai, Chhattisgarh,4.2,53,500,2025,"₹ 1,08,400","12,68,000","49,00,000","UGC, MHRD "
63,Dr BR Ambedkar National Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Jalandhar, Punjab,3.9,54,500,2025,"₹ 2,98,000","10,80,000","52,00,000","AICTE, UGC "
64,National Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Patna, Bihar,4,55,500,2025,"₹ 2,23,300","9,90,000","41,37,000","AICTE, UGC, MHRD "
65,National Institute of Technology,M.Tech,M.Tech Vlsi Design & Embedded System, Kurukshetra, Haryana,4.1,57,500,2025,"₹ 2,40,500","13,21,000","63,12,000","AICTE, NBA "
66,Indian Institute of Information Technology Design and Manufacturing,M.Tech,M.Tech Artificial Intelligence and Machine Learning, Jabalpur, Madhya Pradesh,4,58,500,2025,"₹ 2,40,000","21,00,000","87,54,000",UGC 
67,National Institute of Technology   Uttarakhand,M.Tech,M.Tech Microelectronics And Vlsi Design, Srinagar Garhwal, Uttarakhand,3.6,59,500,2025,"₹ 3,40,525","8,03,000","12,50,000",
68,Indian Institute of Space Science and Technology,M.Tech,M.Tech Machine Learning and Computing, Thiruvananthapuram, Kerala,4.1,60,500,2025,"₹ 1,71,800","10,00,000","28,00,000","AICTE, UGC "
69,National Institute of Technology,M.Tech,M.Tech Vlsi Design & Embedded System, Raipur, Chhattisgarh,3.9,61,500,2025,"₹ 2,09,550","11,07,000","60,00,000","AICTE, NBA "
70,National Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, South Goa, Goa,3.7,62,500,2025,"₹ 1,75,000","9,00,000","35,00,000","AICTE, UGC "
71,National Institute of Technology,M.Tech,M.Tech Vlsi Design, Pondicherry, Puducherry,3.7,63,500,2025,"₹ 1,93,890","5,00,000","23,00,000","AICTE, UGC "
72,Thapar Institute of Engineering and Technology,M.Tech,M.Tech Vlsi Design, Patiala, Punjab,3.9,64,500,2025,"₹ 3,88,000","11,38,000","1,23,00,000","AICTE, UGC, NBA "
73,National Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Srinagar, Jammu and Kashmir,3.7,65,500,2025,"₹ 1,98,500","12,80,000","36,50,000",AICTE 
74,Indian Institute of Information Technology,M.Tech,M.Tech Computer Science And Engineering, Pune, Maharashtra,3.9,66,500,2025,"₹ 3,31,400",,"45,00,000","AICTE, UGC "
75,Birla Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Ranchi, Jharkhand,3.7,67,500,2025,"₹ 5,39,000","11,77,000","1,45,00,000","AICTE, PCI, UGC, NBA "
76,Indian Institute of Information Technology,M.Tech,M.Tech Computer Science And Engineering, Tiruchirappalli, Tamil Nadu,4,68,500,2025,"₹ 2,53,200","18,03,500","46,67,000",AICTE 
77,Rajiv Gandhi Institute of Petroleum Technology,M.Tech,M.Tech Petroleum Engineering, Amethi, Uttar Pradesh,4.2,69,500,2025,"₹ 1,38,000","10,67,000","24,00,000",AICTE 
78,Indian Institute of Engineering Science and Technology   Shibpur,M.Tech,M.Tech Computer Science And Engineering, Howrah, West Bengal,4.1,70,500,2025,"₹ 2,17,700","8,39,000","56,00,000",AICTE 
79,National Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Agartala, Tripura,4,71,500,2025,"₹ 1,80,000","14,71,000","52,00,000",AICTE 
80,NIT Silchar,M.Tech,M.Tech Computer Science And Engineering, Silchar, Assam,4,72,500,2025,"₹ 1,70,480","8,00,000","54,00,000","AICTE, UGC, MHRD "
81,Indian Institute of Information Technology,M.Tech,M.Tech Data Science, Bhopal, Madhya Pradesh,3.6,73,500,2025,"₹ 5,55,366","16,77,000","85,00,000",MHRD 
82,National Institute of Technology,M.Tech,M.Tech Biotechnology, Tadepalligudem, Andhra Pradesh,3.8,74,500,2025,"₹ 1,73,300","8,13,000","44,10,000",MHRD 
83,Indian Institute of Information Technology Sri City,M.Tech,M.Tech Internet of Things, Sri City, Andhra Pradesh,3.8,75,500,2025,"₹ 4,22,000","19,24,000","1,20,00,000",MHRD 
84,Indian Institute of Information Technology,M.Tech,M.Tech Artificial Intelligence & Data Science, Ranchi, Jharkhand,4,76,500,2025,"₹ 3,12,000","12,36,000","54,00,000","UGC, MHRD "
85,Indian Institute of Information Technology,M.Tech,M.Tech Cyber Security, Kottayam, Kerala,4,77,500,2025,"₹ 5,24,000","11,91,000","50,00,000","UGC, MHRD "
86,National Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Hamirpur, Himachal Pradesh,4,78,500,2025,"₹ 2,11,900","10,58,000","58,00,000","AICTE, MHRD "
87,Indian Institute of Information Technology,M.Tech,M.Tech Artificial Intelligence & Data Science, Bhagalpur, Bihar,4,79,500,2025,"₹ 3,21,700","10,35,000","83,00,000",AICTE 
88,Indian Institute of Information Technology Design & Manufacturing,M.Tech,M.Tech Artificial Intelligence & Data Science, Chennai, Tamil Nadu,4.1,80,500,2025,"₹ 2,26,200","10,80,000","32,00,000",AICTE 
89,Indian Institute of Information Technology,M.Tech,M.Tech Computer Science And Engineering, Kalyani, West Bengal,3.5,82,500,2025,"₹ 2,25,420","10,72,000","44,00,000",MHRD 
90,Dhirubhai Ambani Institute of Information and Communication Technology,M.Tech,M.Tech Information And Communication Technology, Gandhinagar, Gujarat,4.3,83,500,2025,"₹ 3,95,000",,"53,00,000",AIU 
91,International Institute of Information Technology   Naya Raipur,M.Tech,M.Tech Computer Science And Engineering, Raipur, Chhattisgarh,4.1,84,500,2025,"₹ 2,71,850","18,90,000","1,20,00,000",AICTE 
92,R V College of Engineering,M.Tech,M.Tech Vlsi Design & Embedded System, Bangalore, Karnataka,3.9,85,500,2025,"₹ 1,38,600","12,52,400","67,00,000","AICTE, NBA "
93,Indian Institute of Information Technology,M.Tech,M.Tech Artificial Intelligence & Data Science, Surat, Gujarat,4,86,500,2025,"₹ 2,50,000","16,40,000","1,20,00,000",AICTE 
94,Indian Institute of Information Technology,M.Tech,M.Tech Computer Science And Engineering, Una, Himachal Pradesh,3.9,88,500,2025,"₹ 1,88,600","11,02,000","30,00,000",MHRD 
95,Indian Institute of Information Technology Vadodara,M.Tech,M.Tech Data Science, Gandhinagar, Gujarat,4.1,89,500,2025,"₹ 3,00,840","12,00,000","56,30,000",MHRD 
96,The LNM Institute of Information Technology,M.Tech,M.Tech Computer Science And Engineering, Jaipur, Rajasthan,3.9,90,500,2025,"₹ 4,44,000","13,36,000","1,24,00,000",AICTE 
97,JNTUH College of Engineering,M.Tech,M.Tech Geotechnical Engineering, Hyderabad, Telangana,4,91,500,2025,"₹ 1,32,000","9,40,000","30,00,000","AICTE, UGC, NBA "
98,Veermata Jijabai Technological Institute,M.Tech,M.Tech Computer Engineering, Mumbai, Maharashtra,4,92,500,2025,"₹ 1,83,434","16,35,000","72,30,000","AICTE, UGC, NBA "
99,International Institute of Information Technology,M.Tech,M.Tech Computer Science And Engineering, Bhubaneswar, Odisha,3.8,93,500,2025,"₹ 4,25,000","8,81,000","56,20,000","AICTE, UGC "
100,College of Engineering,M.Tech,M.Tech Computer Engineering, Pune, Maharashtra,4.2,94,500,2025,"₹ 2,24,270","11,62,000","52,57,000","AICTE, UGC, NBA "
101,Netaji Subhas University of Technology   East Campus,M.Tech,M.Tech Artificial Intelligence, New Delhi, Delhi NCR,3.4,95,500,2025,"₹ 3,30,000","18,06,000","1,02,00,000",AICTE 
102,BMS College of Engineering,M.Tech,M.Tech Computer Science And Engineering, Bangalore, Karnataka,4.1,96,500,2025,"₹ 3,00,000","11,40,000","51,50,000","AICTE, NBA "
103,Indian Institute of Information Technology,M.Tech,M.Tech Artificial Intelligence & Data Science, Kota, Rajasthan,3.9,99,500,2025,"₹ 5,94,825","13,09,000","65,00,000",
104,Jawaharlal Nehru University,M.Tech,M.Tech Computer Science & Technology, New Delhi, Delhi NCR,4.2,100,500,2025,₹ 740,"11,00,000","33,00,000",
105,Maulana Abul Kalam Azad University of Technology,M.Tech,M.Tech Artificial Intelligence, Nadia, West Bengal,3.8,101,500,2025,"₹ 91,200","5,50,000","7,00,000","DCI, AICTE, PCI, BCI, UGC "
106,Indian Institute of Information Technology,M.Tech,M.Tech Computer Science and Engineering, Guwahati, Assam,3.9,102,500,2025,"₹ 4,19,500","16,75,000","71,00,000",
107,Zakir Hussain College of Engineering and Technology,M.Tech,M.Tech Artificial Intelligence, Aligarh, Uttar Pradesh,4,103,500,2025,"₹ 43,400",,,"AICTE, NBA "
108,Jaypee Institute of Information Technology University,M.Tech,M.Tech Computer Science And Engineering, Noida, Uttar Pradesh,4,104,500,2025,"₹ 4,59,000",,"94,25,000","AICTE, UGC, NBA "
109,Birsa Institute of Technology   Sindri,M.Tech,M.Tech Control System, Dhanbad, Jharkhand,4,106,500,2025,"₹ 39,066","7,57,000","16,50,000","AICTE, NBA "
110,National Institute of Technology   Meghalaya,M.Tech,M.Tech Computer Science And Engineering, Shillong, Meghalaya,3.9,108,500,2025,"₹ 1,96,200","9,70,000","46,30,000",AICTE 
111,National Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Imphal, Manipur,3.9,109,500,2025,"₹ 1,84,100",,"47,00,000",AICTE 
112,Indian Institute of Information Technology Design and Manufacturing,M.Tech,M.Tech Artificial Intelligence & Data Science, Kurnool, Andhra Pradesh,3.8,110,500,2025,"₹ 3,35,300","7,64,000","22,00,000",MHRD 
113,National Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, South Sikkim, Sikkim,3.9,111,500,2025,"₹ 1,83,414","8,18,000","31,45,000","AICTE, UGC "
114,SRM University,M.Tech,M.Tech Vlsi Design, Amaravathi, Andhra Pradesh,4.2,112,500,2025,"₹ 3,15,000","9,59,000","46,37,000","UGC, AIU "
115,Netaji Subhas University of Technology   West Campus,M.Tech,M.Tech Structural Engineering, New Delhi, Delhi NCR,3.4,113,500,2025,"₹ 3,30,000",,,AICTE 
116,Kalinga Institute of Industrial Technology,M.Tech,M.Tech Computer Science And Engineering, Bhubaneswar, Odisha,4.2,114,500,2025,"₹ 5,63,000","8,50,000","63,00,000","DCI, AICTE, INC, MCI, BCI "
117,Indira Gandhi Delhi Technical University For Women,M.Tech,M.Tech Cyber Security, New Delhi, Delhi NCR,4.1,115,500,2025,"₹ 2,37,000","25,15,000","56,00,000","AICTE, UGC "
118,Cochin University of Science and Technology,M.Tech,M.Tech Computer Science And Engineering, Ernakulam, Kerala,4,116,500,2025,"₹ 1,02,310","5,40,000","20,00,000","AICTE, UGC "
119,SSN College of Engineering,M.Tech,ME Computer Science And Engineering, Chennai, Tamil Nadu,4.1,117,500,2025,"₹ 50,000",,"89,00,000","AICTE, UGC, NBA "
120,National Institute of Technology,M.Tech,M.Tech Computer Science And Engineering, Dimapur, Nagaland,3.7,118,500,2025,"₹ 1,96,200","4,22,000","13,95,000","AICTE, UGC "
